name,height,weight,reach,wins,losses,draws,str_acc,sapm,str_def,td_avg,td_def,sub_avg,td_avg_acc,splm,stance,nick_name,dob,division
Ruslan Magomedov,190.5,109.77,198.12,14,1,0,47.0,1.47,66.0,0.33,88.0,0.0,100.0,4.02,Orthodox,Leopard,1986/11/26,['heavyweight']
Russell Doane,170.18,61.23,177.8,15,8,0,40.0,1.68,53.0,2.11,52.0,0.8,45.0,1.75,Orthodox,,1986/08/13,"['bantamweight', 'featherweight']"
Rustam Khabilov,172.72,70.31,185.42000000000002,24,4,0,34.0,2.16,65.0,3.95,61.0,0.1,41.0,1.98,Orthodox,Tiger,1986/11/04,"['welterweight', 'lightweight']"
Ryan Bader,187.96,92.99,187.96,23,5,0,43.0,1.39,71.0,3.37,80.0,0.4000000000000001,44.0,2.82,Orthodox,Darth,1983/06/07,"['light heavyweight', 'ultimate fighter 8 light heavyweight tournament']"
Ryan Benoit,165.1,56.7,172.72,10,8,0,39.0,3.6500000000000004,58.0,0.28,72.0,0.4000000000000001,22.0,2.88,Orthodox,Baby Face,1989/08/25,"['flyweight', 'bantamweight']"
Ryan Couture,177.8,70.31,185.42,11,5,0,,2.87,,1.55,46.0,1.3,29.0,3.54,Orthodox,,1982/08/27,['lightweight']
Ryan Hall,177.80000000000004,65.77,177.80000000000004,9,2,0,50.0,1.33,65.0,0.22,0.0,2.2,9.0,2.38,Southpaw,The Wizard,1985/02/22,"['featherweight', 'lightweight', 'ultimate fighter 22 lightweight tournament']"
Ryan Janes,190.5,83.91,193.04,10,3,0,48.0,5.53,59.0,0.35,58.0,,100.0,7.69,Orthodox,,1981/08/22,['middleweight']
Ryan Jensen,185.42,83.91,193.04,21,8,0,39.0,2.99,59.0,1.55,31.0,1.9,50.0,2.84,Orthodox,,1977/09/20,['middleweight']
Ryan Jimmo,185.42,92.99,185.42,19,5,0,66.0,2.77,46.0,0.45,87.0,0.0,28.0,3.12,Orthodox,The Big Deal,1981/11/27,['light heavyweight']
Ryan LaFlare,185.42,77.11,187.96,14,3,0,40.0,1.86,63.0,2.13,58.0,0.2,44.0,2.89,Southpaw,,1983/10/01,['welterweight']
Ryan Loder,187.96,83.91,193.04,8,2,0,71.0,2.51,50.0,1.57,100.0,1.6,14.0,5.76,Southpaw,Man of Steel,1991/06/05,"['middleweight', 'ultimate fighter 32 middleweight tournament']"
Ryan MacDonald,180.34,61.23,180.34,10,2,0,29.0,6.49,45.0,0.0,0.0,0.0,0.0,2.28,Switch,Main Event,1993/03/18,['bantamweight']
Ryan Madigan,182.88,77.11,,5,3,0,0.0,3.35,47.0,0.0,0.0,,0.0,0.0,Orthodox,,,['welterweight']
Ryan McGillivray,180.34,77.11,,12,0,1,,2.2,,0.0,44.0,0.0,0.0,1.27,,The Kid,1986/09/27,['welterweight']
Ryan Parker,190.5,106.59,,0,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Southpaw,,,['open weight']
Ryan Roberts,167.64,70.31,,21,12,1,0.0,22.5,45.0,0.0,0.0,,0.0,0.0,Orthodox,,1978/07/16,['lightweight']
Ryan Spann,195.58,92.99,200.66,22,11,0,39.0,4.21,43.0,1.17,52.0,1.5,31.0,3.2,Orthodox,Superman,1991/08/24,"['light heavyweight', 'heavyweight', 'catch weight']"
Ryan Thomas,182.88,77.11,,20,8,0,36.0,4.17,30.0,5.59,0.0,,33.0,2.01,Orthodox,The Tank Engine,1984/11/05,['welterweight']
Ryo Chonan,175.26,77.11,177.8,22,13,0,43.0,2.25,60.0,0.61,39.0,0.3,41.0,2.57,Orthodox,Piranah,1976/10/08,['welterweight']
Sabah Homasi,182.88,77.11,182.88,11,8,0,48.0,6.91,47.0,2.7999999999999994,66.0,0.0,50.0,4.98,Orthodox,,1988/10/19,['welterweight']
Sabina Mazo,170.18,56.7,177.8,9,4,0,43.0,4.35,57.0,0.65,59.0,0.20000000000000004,80.0,6.1,Orthodox,Colombian Queen,1997/03/25,"[""women's flyweight"", ""women's bantamweight""]"
Saeed Hosseini,,,,0,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,['lightweight']
Sage Northcutt,182.88,77.11,180.34,11,2,0,52.0,1.96,58.0,1.81,41.0,0.6,34.0,3.58,Orthodox,Super,1996/03/01,"['welterweight', 'lightweight']"
Sai Wang,182.88,77.11,,20,6,1,,2.27,,0.0,77.0,0.0,0.0,3.17,Southpaw,The Fire Kylin,1986/01/14,"['welterweight', 'ultimate fighter china welterweight tournament']"
Said Nurmagomedov,172.72,61.23,177.8,18,4,0,47.0,2.25,56.0,1.01,62.0,1.2,15.0,3.38,Orthodox,,1992/04/05,"['bantamweight', 'flyweight']"
Saidyokub Kakhramonov,172.72,61.23,175.26,10,3,0,51.0,0.88,58.0,6.63,83.0,,48.0,2.05,Orthodox,,1995/11/14,['bantamweight']
Saimon Oliveira,162.56,61.23,182.88,18,6,0,40.0,4.13,46.0,1.07,38.0,1.4,25.0,2.67,Orthodox,,1991/04/21,['bantamweight']
Sako Chivitchian,180.34,70.31,,8,1,0,,4.8,,0.0,100.0,0.0,0.0,2.4,Orthodox,,1984/03/11,['lightweight']
Salim Touahri,177.80000000000004,77.11,182.88,10,4,0,46.0,2.8699999999999997,58.0,0.0,83.0,0.0,0.0,2.6,Orthodox,Grizzly,1989/09/28,['welterweight']
Sam Adkins,190.5,102.06,,7,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,The Experience,1965/04/26,['open weight']
Sam Alvey,187.96,83.91,190.5,33,18,1,44.0,3.6300000000000003,52.0,0.06,82.0,0.1,14.0,3.28,Southpaw,Smile'N,1986/05/06,"['middleweight', 'light heavyweight']"
Sam Fulton,,,,0,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,"['heavyweight', 'open weight']"
Sam Hoger,187.96,92.99,,10,4,0,25.0,2.25,57.0,1.12,29.0,1.3,38.0,1.07,Orthodox,The Alaskan Assassin,1980/06/28,['light heavyweight']
Sam Hughes,165.1,52.15999999999999,162.56,10,6,0,46.0,4.57,58.0,1.08,60.0,,32.0,4.41,Orthodox,Sampage,1992/06/28,"[""women's strawweight""]"
Sam Patterson,190.5,77.11,198.12,13,2,1,41.0,3.6,48.0,1.61,33.0,3.2,100.0,3.17,Orthodox,,1996/04/30,"['welterweight', 'lightweight']"
Sam Sicilia,172.72,65.77,170.18,15,8,0,33.0,3.5499999999999994,59.0,1.45,70.0,0.9,43.0,2.46,Orthodox,,1986/02/01,"['featherweight', 'lightweight']"
Sam Stout,175.26,70.31,177.8,20,12,1,28.0,4.08,57.0,0.63,77.0,0.1,38.0,4.17,Orthodox,Hands of Stone,1984/04/23,"['lightweight', 'welterweight']"
Sammy Morgan,177.8,77.11,,18,12,0,22.0,3.74,40.0,1.43,0.0,,20.0,1.05,Orthodox,The Squeeze,1981/09/28,['welterweight']
Samy Schiavo,172.72,70.31,,10,6,0,34.0,2.62,38.0,0.94,66.0,,50.0,1.68,Orthodox,,1975/12/24,['lightweight']
Sanae Kikuta,175.26,90.72,,31,9,3,,0.9,,1.6,25.0,1.8,63.0,0.7,Orthodox,,1971/09/10,['middleweight']
Santiago Ponzinibbio,182.88,77.11,185.42,31,9,0,41.0,4.68,61.0,0.6,71.0,0.0,27.0,4.78,Orthodox,Argentine Dagger,1986/09/26,"['welterweight', 'catch weight']"
Saparbeg Safarov,185.42,83.91,198.12,9,3,0,48.0,2.96,47.0,2.52,33.0,,41.0,4.03,Orthodox,,1986/10/14,"['middleweight', 'light heavyweight']"
Sara McMann,167.64,61.230000000000004,167.64,13,6,0,46.0,1.9200000000000002,47.0,4.38,50.0,0.5,65.0,2.26,Orthodox,,1980/09/24,"[""women's bantamweight""]"
Sarah Alpar,162.56,61.23,160.02,9,6,0,44.0,6.06,38.0,1.61,20.0,,26.0,2.36,Southpaw,Too Sweet,1991/06/01,"[""women's flyweight"", ""women's bantamweight""]"
Sarah Frota,167.64,56.7,175.26,9,2,0,52.0,2.57,55.0,0.0,53.0,,0.0,4.52,Southpaw,A Treta,1987/04/14,"[""women's flyweight"", ""women's strawweight""]"
Sarah Kaufman,165.1,61.23,167.64,18,4,0,46.0,4.0,62.0,0.38,81.0,0.0,57.0,6.65,Orthodox,,1985/09/20,"[""women's bantamweight""]"
Sarah Moras,170.18,61.22999999999999,170.18,6,8,0,34.0,3.58,50.0,0.67,33.0,0.8,21.0,2.28,Orthodox,Cheesecake,1988/04/30,"[""women's bantamweight"", 'catch weight']"
Sasha Palatnikov,185.42,77.11,182.88,6,4,0,53.0,5.44,52.0,0.7200000000000001,70.0,0.0,100.0,6.69,Switch,,1989/03/15,['welterweight']
Satoshi Honma,185.42,92.99,,4,6,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,1968/05/19,['heavyweight']
Scott Adams,182.88,102.06,,8,1,0,,0.0,,0.0,0.0,0.0,0.0,0.0,Southpaw,,,['heavyweight']
Scott Askham,190.5,83.91,190.5,14,4,0,46.0,3.52,52.0,0.44,65.0,0.7,18.0,3.03,Southpaw,,1988/05/20,['middleweight']
Scott Baker,182.88,95.25,,1,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,['open weight']
Scott Bessac,193.04,111.13,,4,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,['open weight']
Scott Ferrozzo,180.34,146.51,,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,The Pitbull,1965/04/26,"['heavyweight', 'open weight']"
Scott Fiedler,193.04,106.59,,0,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,,['open weight']
Scott Holtzman,175.26000000000002,70.31,175.26000000000002,14,6,0,47.0,3.6599999999999997,55.0,1.88,67.0,0.2,56.0,4.32,Orthodox,Hot Sauce,1983/09/30,['lightweight']
Scott Jorgensen,165.1,61.23,167.64,15,12,0,40.0,3.41,65.0,2.61,59.0,0.7,45.0,3.3699999999999997,Orthodox,Young Guns,1982/09/17,"['bantamweight', 'flyweight']"
Scott Junk,185.42,120.2,,8,3,1,60.0,1.81,45.0,0.0,0.0,,0.0,5.13,Orthodox,,1978/12/17,['heavyweight']
Scott Morris,177.8,95.25,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,,,['open weight']
Scott Smith,182.88,83.91,177.8,18,11,0,27.0,5.87,50.0,0.12,58.0,0.5,6.0,1.9,Orthodox,Hands of Steel,1979/05/21,['middleweight']
Sean Alvarez,182.88,106.59,,4,3,0,37.0,3.25,47.0,0.0,0.0,,0.0,0.89,Orthodox,,1971/07/14,['heavyweight']
Sean Brady,177.8,77.11,182.88,18,1,0,55.0,2.94,59.0,3.6199999999999997,86.0,0.9,54.0,4.0,Orthodox,,1992/11/23,['welterweight']
Sean Daugherty,182.88,79.38,,0,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1975/12/04,['open weight']
Sean Gannon,190.5,120.2,,2,1,0,0.0,6.38,28.0,0.0,50.0,,0.0,0.0,Southpaw,The Cannon,,['heavyweight']
Sean McCorkle,200.66,120.2,205.74,17,7,0,44.0,2.48,52.0,2.12,33.0,4.2,40.0,0.85,Orthodox,,1976/07/17,['heavyweight']
Sean O'Connell,185.42,92.99,187.96,17,9,0,48.0,6.7700000000000005,45.0,0.0,30.0,,0.0,5.46,Orthodox,The Real OC,1983/09/02,['light heavyweight']
Sean O'Malley,180.34,61.23,182.87999999999997,18,3,0,61.0,3.48,60.0,0.27,61.0,0.3,42.0,6.3,Switch,Suga,1994/10/24,['bantamweight']
Sean Pierson,182.88,77.11,193.04,14,6,0,39.0,3.73,64.0,0.38999999999999996,66.0,0.4,18.0,3.84,Southpaw,The Punisher,1976/03/10,['welterweight']
Sean Salmon,177.8,83.91,,18,21,0,33.0,2.03,65.0,4.06,0.0,,50.0,1.49,Southpaw,,1977/09/11,['light heavyweight']
Sean Sharaf,190.5,114.31,195.58,4,1,0,44.0,9.79,44.0,2.07,0.0,,12.0,7.31,Orthodox,The Smoke,1993/07/11,['heavyweight']
Sean Sherk,167.64,70.31,170.18,36,4,1,35.0,2.7099999999999995,55.0,4.09,56.0,0.4,46.0,2.17,Orthodox,The Muscle Shark,1973/08/05,"['lightweight', 'welterweight']"
Sean Soriano,175.26,65.77,177.8,14,8,0,61.0,2.14,56.0,1.33,52.0,0.0,55.0,3.18,Orthodox,,1989/10/06,"['featherweight', 'lightweight']"
Sean Spencer,177.8,77.11,187.96,12,6,0,32.0,4.02,60.0,0.14,68.0,0.0,33.0,4.24,Orthodox,Black Magic,1987/06/25,"['welterweight', 'middleweight']"
Sean Strickland,185.42,83.91,193.04,29,7,0,42.0,4.57,60.0,0.73,76.0,0.2,64.0,5.95,Orthodox,,1991/02/27,"['middleweight', 'light heavyweight', 'welterweight', 'catch weight']"
Sean Woodson,187.96,65.77,198.12,13,2,1,46.0,4.18,58.0,0.58,84.0,0.3,55.0,5.57,Orthodox,The Sniper,1992/06/07,"['featherweight', 'catch weight']"
Sedriques Dumas,187.96,83.91,200.66,10,3,0,45.0,2.5,55.0,1.25,40.0,0.20000000000000004,35.0,2.1,Orthodox,The Reaper,1995/08/06,['middleweight']
Semmy Schilt,208.28,120.2,,26,14,1,50.0,1.31,53.0,0.0,47.0,1.1,0.0,1.2,Orthodox,Hightower,1973/10/27,['heavyweight']
Seo Hee Ham,157.48,52.16,157.48,17,8,0,39.0,5.15,61.0,0.0,66.0,0.2,0.0,4.2,Southpaw,,1987/03/08,"[""women's strawweight""]"
Seokhyeon Ko,177.8,77.11,180.34,12,2,0,,2.0,,4.0,75.0,0.5,53.0,2.9,Southpaw,The Korean Tyson,1993/09/24,['welterweight']
Sergei Pavlovich,190.5,116.56999999999998,213.36000000000004,19,3,0,43.0,3.81,54.0,0.63,75.0,0.0,40.0,4.54,Southpaw,,1992/05/13,"['heavyweight', 'interim heavyweight']"
Sergey Khandozhko,185.42,77.11,187.96,28,6,1,41.0,2.37,60.0,0.7600000000000001,61.0,,28.0,3.41,Orthodox,Honda,1992/05/19,['welterweight']
Sergey Morozov,167.64,61.23,170.18,19,5,0,43.0,2.97,61.0,3.63,68.0,0.0,31.0,3.01,Orthodox,,1989/06/14,['bantamweight']
Serghei Spivac,190.5,117.92999999999999,198.12000000000003,17,6,0,48.0,4.25,50.0,4.21,63.0,0.5,62.0,3.45,Orthodox,Polar Bear,1995/01/24,['heavyweight']
Sergio Moraes,182.87999999999997,77.11,182.87999999999997,14,6,1,42.0,3.73,59.0,1.2,75.0,0.4,38.0,2.4199999999999995,Orthodox,The Panther,1982/07/23,"['welterweight', 'ultimate fighter brazil 1 middleweight tournament']"
Sergio Pettis,167.64000000000001,56.7,175.26,18,5,0,37.0,2.91,65.0,0.85,67.0,0.4000000000000001,40.0,3.88,Orthodox,,1993/08/18,"['flyweight', 'bantamweight']"
Serhiy Sidey,180.34,61.23,182.88,12,2,0,39.0,4.26,54.0,1.58,20.0,1.3,25.0,4.49,Switch,,1996/07/04,['bantamweight']
Seth Baczynski,190.5,77.11,190.5,20,14,0,31.0,3.14,51.0,0.8900000000000001,48.0,0.8,16.0,3.08,Orthodox,The Polish Pistola,1981/10/26,"['welterweight', 'middleweight']"
Seth Petruzelli,182.88,92.99,193.04,14,8,0,41.0,2.08,55.0,0.46,47.0,2.3,50.0,2.17,Orthodox,The Silverback,1979/12/03,['light heavyweight']
SeungGuk Choi,167.64,56.7,162.56,7,3,0,,2.69,,1.02,74.0,0.0,27.0,2.69,Orthodox,,1996/12/26,['road to  1 flyweight tournament']
SeungWoo Choi,182.88,65.77,187.96,11,8,0,38.0,3.1600000000000006,47.0,0.83,70.0,0.0,54.0,3.5600000000000005,Orthodox,Sting,1992/11/03,['featherweight']
Shamar Bailey,175.26,70.31,190.5,16,11,0,20.0,3.91,69.0,1.5,37.0,,33.0,1.5599999999999998,Southpaw,,1982/09/22,"['lightweight', 'welterweight']"
Shamil Abdurakhimov,190.5,106.59,193.04,20,8,0,44.0,3.02,55.0,1.01,45.0,0.1,23.0,2.41,Orthodox,Abrek,1981/09/02,['heavyweight']
Shamil Gamzatov,187.96,92.99,193.04,14,1,0,,3.46,,0.0,50.0,0.0,0.0,5.35,Orthodox,,1990/08/09,['light heavyweight']
Shamil Gaziev,193.04,120.2,198.12,14,1,0,48.0,3.87,44.0,0.96,83.0,0.3,30.0,2.57,Orthodox,,1990/02/10,['heavyweight']
Shana Dobson,167.64,56.70000000000001,175.26,4,5,0,37.0,5.2,50.0,0.84,14.0,0.0,50.0,3.34,Orthodox,Danger,1989/03/30,"[""women's flyweight""]"
Shane Burgos,180.34,65.77,190.5,15,3,0,52.0,6.78,56.0,0.42999999999999994,91.0,0.4,44.0,7.4,Orthodox,Hurricane,1991/03/19,['featherweight']
Shane Campbell,182.88,70.31,180.34,14,6,0,59.0,3.19,55.0,1.36,82.0,0.0,28.0,3.9900000000000007,Orthodox,Shaolin,1987/01/21,"['lightweight', 'catch weight']"
Shane Carwin,187.96,120.2,203.19999999999996,12,2,0,47.0,3.53,53.0,1.42,42.0,0.0,33.0,4.38,Orthodox,The Engineer,1975/01/04,"['heavyweight', 'interim heavyweight']"
Shane Howell,172.72,56.7,,13,10,0,32.0,2.55,42.0,0.0,20.0,,0.0,1.27,Orthodox,,1983/11/28,['flyweight']
Shane Nelson,175.26,70.31,177.8,16,7,0,31.0,2.84,61.0,1.31,54.0,1.6,18.0,1.38,Southpaw,Sugar,1984/11/29,['lightweight']
Shane Primm,190.5,92.99,,5,5,0,26.0,2.25,62.0,1.78,0.0,,20.0,0.83,Orthodox,,1984/07/30,['light heavyweight']
Shane Roller,177.80000000000004,70.31,182.88,11,7,0,34.0,2.65,60.0,2.46,42.0,1.9,33.0,2.04,Orthodox,,1979/07/14,['lightweight']
Shane Young,172.72,65.77,182.87999999999997,13,8,0,40.0,5.46,52.0,0.63,64.0,0.0,18.0,5.19,Orthodox,Smokin',1993/07/31,"['featherweight', 'catch weight']"
Shane del Rosario,193.04,113.4,,11,2,0,60.0,2.97,54.0,1.2,16.0,,40.0,3.93,Southpaw,,1983/09/23,['heavyweight']
Shanna Young,170.18,56.7,165.1,9,6,0,47.0,4.88,43.0,0.0,53.0,,0.0,3.18,Orthodox,The Shanimal,1991/02/20,"[""women's flyweight"", ""women's bantamweight""]"
Shannon Gugerty,177.8,70.31,180.34,15,7,0,39.0,1.8799999999999997,58.0,2.13,50.0,3.4,27.0,1.25,Orthodox,,1981/12/30,['lightweight']
Shannon Ross,167.64,56.70000000000001,167.64,13,9,0,39.0,7.39,55.0,0.0,100.0,0.0,0.0,5.96,Switch,The Turkish Delight,1989/05/12,['flyweight']
Shara Magomedov,187.96,83.91,185.42,15,1,0,,4.13,,0.0,72.0,0.0,0.0,5.87,Orthodox,Bullet,1994/05/16,['middleweight']
Shauna Bannon,165.1,52.16,165.1,7,1,0,,3.8800000000000003,,0.0,42.0,0.8000000000000002,0.0,4.77,Switch,Mama B,1993/10/23,"[""women's strawweight""]"
Shavkat Rakhmonov,185.42,77.11,195.58,19,0,0,60.0,2.17,51.0,1.4,85.0,1.2,25.0,3.25,Orthodox,Nomad,1994/10/23,['welterweight']
Shawn Jordan,182.88,117.93000000000002,190.5,19,8,0,50.0,3.3,47.0,1.97,76.0,0.1,38.0,2.87,Southpaw,The Savage,1984/10/21,['heavyweight']
Shayilan Nuerdanbieke,172.72,65.77,175.26,39,12,0,45.0,2.64,50.0,3.2999999999999994,28.0,0.20000000000000004,35.0,1.95,Orthodox,Wolverine,1994/05/04,['featherweight']
Shayna Baszler,170.18,61.23,,15,11,0,30.0,6.36,51.0,0.67,44.0,,18.0,2.49,Orthodox,The Queen of Spades,1980/08/08,"[""women's bantamweight""]"
Sheila Gaff,165.1,61.23,,9,7,0,50.0,2.89,28.0,0.0,20.0,,0.0,1.6,Orthodox,The German Tank,1989/12/29,"[""women's bantamweight""]"
Sheldon Westcott,185.42,77.11,180.34,10,3,1,40.0,3.73,37.0,3.23,14.0,0.0,37.0,2.26,Southpaw,,1984/08/20,"['welterweight', 'tuf nations canada vs. australia middleweight tournament']"
Sherman Pendergarst,185.42,106.59,,11,18,0,36.0,3.08,16.0,4.62,0.0,,100.0,1.23,Orthodox,The Tank,1967/08/01,['heavyweight']
Sheymon Moraes,172.72,65.77,182.88,11,4,0,42.0,3.6399999999999997,63.0,0.0,53.0,,0.0,3.0,Orthodox,,1990/10/11,['featherweight']
Shi Ming,157.48,52.16,152.4,17,5,0,,3.24,,0.37,58.0,0.0,16.0,3.48,Orthodox,,1994/11/14,"[""women's strawweight""]"
Shinsho Anzai,170.18,77.11,177.8,10,3,0,58.0,3.75,45.0,1.83,75.0,0.0,16.0,3.23,Orthodox,Animal,1985/12/01,['welterweight']
Shonie Carter,177.80000000000004,77.11,,51,31,7,36.0,2.32,47.0,0.75,75.0,0.0,66.0,1.62,Southpaw,Mr. International,1972/05/03,"['welterweight', 'lightweight', 'middleweight']"
Shunichi Shimizu,165.1,61.23,,30,18,11,33.0,4.68,30.0,0.0,0.0,,0.0,0.14,Orthodox,,1985/01/31,['bantamweight']
Sijara Eubanks,162.56,56.7,170.18,8,7,0,43.0,3.4300000000000006,57.0,1.9,66.0,0.3,44.0,4.3,Orthodox,SarJ,1985/04/27,"[""women's flyweight"", ""women's bantamweight""]"
Silvana Gomez Juarez,160.02,52.16,165.1,11,5,0,32.0,4.04,61.0,0.0,30.0,0.0,0.0,4.26,Orthodox,La Malvada,1984/12/06,"[""women's strawweight""]"
Simeon Thoresen,185.42,77.11,200.66,17,6,1,43.0,3.85,64.0,1.12,50.0,1.7,40.0,3.85,Orthodox,The Grin,1984/03/14,['welterweight']
Sione Latu,182.88,97.52,,1,0,0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,['heavyweight']
Sirwan Kakai,165.1,61.23,,12,5,0,41.0,4.63,62.0,4.0,83.0,,42.0,3.57,Orthodox,Zohan,1989/10/03,['bantamweight']
Siyar Bahadurzada,180.34,77.11,185.42,24,8,1,40.0,3.23,49.0,1.32,62.0,0.3,61.0,2.91,Orthodox,The Great,1984/04/17,"['welterweight', 'middleweight']"
Soa Palelei,193.04,120.2,205.74,22,5,0,57.0,2.68,48.0,2.2,66.0,0.0,47.0,2.47,Orthodox,The Hulk,1977/07/12,['heavyweight']
Sodiq Yusuff,175.26,70.31,180.34,13,5,0,49.0,4.29,53.0,0.36,62.0,0.4000000000000001,23.0,5.27,Orthodox,Super,1993/05/19,"['lightweight', 'featherweight']"
Solomon Hutcherson,180.34,83.91,,11,7,0,39.0,2.59,64.0,3.53,0.0,,100.0,2.59,Southpaw,King,1972/08/31,['middleweight']
Song Kenan,182.88,77.11,180.34,22,9,0,46.0,5.820000000000001,51.0,0.42,73.0,0.0,30.0,4.49,Orthodox,The Assassin,1990/03/10,['welterweight']
Song Yadong,172.72,61.23,170.18,22,8,1,43.0,4.0,55.0,0.61,73.0,0.1,38.0,4.58,Orthodox,Kung Fu Kid,1997/12/02,"['bantamweight', 'featherweight']"
Spencer Fisher,170.18,70.31,172.72,24,9,0,43.0,3.03,64.0,0.67,60.0,0.8,30.0,3.17,Southpaw,The King,1976/05/09,"['lightweight', 'welterweight']"
Spike Carlyle,172.72,65.77,180.34,9,3,0,54.0,3.85,30.0,3.34,57.0,0.5,36.0,2.55,Switch,Alpha Ginger,1993/05/06,"['featherweight', 'catch weight']"
Stanislav Nedkov,180.34,92.99,180.34,12,2,0,43.0,5.39,43.0,2.77,0.0,,41.0,3.33,Orthodox,Stucky,1981/12/09,"['light heavyweight', 'middleweight']"
Stefan Sekulic,182.88,77.11,190.5,12,4,0,50.0,2.83,64.0,2.0,25.0,,33.0,1.83,Southpaw,,1992/02/12,['welterweight']
Stefan Struve,210.82000000000002,120.2,213.36,33,13,0,47.0,4.04,46.0,0.56,55.0,1.7,46.0,3.1199999999999997,Orthodox,Skyscraper,1988/02/18,['heavyweight']
Stephan Bonnar,193.04,92.99,200.66,15,9,0,38.0,3.01,52.0,1.32,60.0,1.0,40.0,2.76,Orthodox,The American Psycho,1977/04/04,"['light heavyweight', 'ultimate fighter 1 light heavyweight tournament']"
Stephanie Egger,167.64000000000001,61.23,172.72,8,5,0,46.0,2.48,52.0,2.48,50.0,0.6,42.0,2.2,Orthodox,,1988/08/12,"[""women's bantamweight"", ""women's featherweight""]"
Stephanie Luciano,167.64,52.16,165.1,6,2,1,,3.38,,0.67,80.0,0.0,66.0,5.36,Orthodox,Rondinha,1999/12/16,"[""women's strawweight""]"
Stephen Bass,175.26,65.77,,11,2,0,52.0,5.87,55.0,0.0,0.0,,0.0,4.87,Orthodox,Bigfish,1982/11/14,['featherweight']
Stephen Thompson,182.88,77.11,190.5,17,9,1,46.0,3.0,54.0,0.23,63.0,0.0,35.0,4.05,Orthodox,Wonderboy,1983/02/11,['welterweight']
Steve Berger,180.34,77.11,,21,23,2,27.0,3.26,36.0,0.84,16.0,,40.0,1.0,Orthodox,The Red Nosed Pitbull,1973/05/20,['welterweight']
Steve Bosse,180.34,92.99,182.88,12,2,0,52.0,5.38,50.0,0.92,100.0,0.0,33.0,5.989999999999999,Orthodox,The Boss,1981/07/29,"['light heavyweight', 'middleweight']"
Steve Bruno,177.80000000000004,77.11,,15,6,0,52.0,3.3800000000000003,36.0,1.9400000000000002,46.0,0.4,25.0,0.96,Orthodox,Hollywood,1981/11/03,['welterweight']
Steve Byrnes,182.88,77.11,,6,1,0,51.0,2.67,27.0,3.0,0.0,,60.0,1.2,Orthodox,The Sergeant,,['middleweight']
Steve Cantwell,187.96,83.91,190.5,7,6,0,34.0,5.760000000000001,55.0,0.65,80.0,0.6999999999999998,30.0,3.6300000000000003,Orthodox,The Robot,1986/12/08,"['middleweight', 'light heavyweight']"
Steve Erceg,172.72,56.70000000000001,172.72,12,4,0,46.0,4.03,52.0,0.84,63.0,0.3,26.0,4.45,Orthodox,Astroboy,1995/07/27,['flyweight']
Steve Garcia,182.88,65.77,190.5,18,5,0,48.0,2.2,57.0,0.8999999999999999,88.0,0.5,40.0,5.18,Southpaw,Mean Machine,1992/05/22,"['featherweight', 'lightweight']"
Steve Jennum,177.80000000000004,97.52,,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,,,"['open weight', '3 tournament']"
Steve Judson,180.34,104.33,,0,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,,['heavyweight']
Steve Kennedy,180.34,77.11,,24,8,0,35.0,5.52,45.0,2.51,0.0,,33.0,2.28,Orthodox,The Steamrolla,1983/03/07,['welterweight']
Steve Lopez,180.34,70.31,,13,6,1,24.0,2.69,62.0,0.0,37.0,0.0,0.0,1.39,Orthodox,,1984/07/30,['lightweight']
Steve Montgomery,193.04,83.91,,9,5,0,39.0,4.12,47.0,0.0,64.0,0.0,0.0,4.85,Southpaw,The Creepy Weasel,1990/12/19,"['welterweight', 'middleweight']"
Steve Nelmark,182.88,108.86,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,The Sandman,,['open weight']
Steve Steinbeiss,190.5,83.91,190.5,9,4,0,55.0,1.86,49.0,0.44,58.0,,50.0,3.92,Orthodox,The Hooligan,1981/05/05,['middleweight']
Steve Vigneault,177.8,83.91,,12,6,0,28.0,5.75,44.0,0.0,100.0,,0.0,2.19,Orthodox,Lionheart,1978/02/14,['middleweight']
Steven Graham,185.42,131.54,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,,,"['heavyweight', '13 heavyweight tournament']"
Steven Koslow,170.18,56.7,175.26,6,1,0,37.0,3.73,40.0,5.28,0.0,,55.0,0.77,Switch,Obi Won Shinobi The Pillow,1997/01/22,['bantamweight']
