name,height,weight,reach,wins,losses,draws,str_acc,sapm,str_def,td_avg,td_def,sub_avg,td_avg_acc,splm,stance,nick_name,dob,division
Jim Alers,175.26,65.77,180.34,13,3,0,40.0,4.38,56.0,2.26,80.0,0.3,41.0,2.9,Orthodox,The Beast,1986/10/14,['featherweight']
Jim Miller,172.72,70.31,180.33999999999997,38,19,0,42.0,3.4400000000000004,56.0,1.5,48.0,1.7,45.0,2.92,Southpaw,A-10,1983/08/30,"['lightweight', 'welterweight', 'catch weight']"
Jim Mullen,185.42,97.52,,0,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Southpaw,,,['heavyweight']
Jim Wallhead,177.8,77.11,,29,11,0,26.0,6.65,49.0,0.0,100.0,,0.0,3.19,Orthodox,Judo,1984/03/14,['welterweight']
Jimi Manuwa,185.42,92.99,200.66,17,6,0,54.0,3.97,49.0,0.53,70.0,0.4,18.0,3.43,Orthodox,Poster Boy,1980/02/18,['light heavyweight']
Jimmie Rivera,162.56,61.23,172.72,23,5,0,40.0,3.9,60.0,0.88,92.0,0.10000000000000002,27.0,4.03,Orthodox,El Terror,1989/06/29,"['featherweight', 'bantamweight']"
Jimmy Crute,187.96,92.99,187.96,12,4,2,53.0,3.63,42.0,3.8600000000000003,58.0,1.6,52.0,4.37,Orthodox,,1996/03/04,['light heavyweight']
Jimmy Flick,170.18,56.70000000000001,172.72,17,9,0,50.0,4.7,43.0,2.36,0.0,3.5,33.0,1.67,Orthodox,The Brick,1990/09/07,['flyweight']
Jimmy Quinlan,182.88,83.91,,3,1,1,70.0,5.94,16.0,4.46,0.0,,25.0,2.08,Orthodox,Crash,1986/05/25,['middleweight']
Jimy Hettes,175.26,65.77,180.34,11,3,0,57.0,3.5,57.0,5.2,61.0,1.3999999999999997,44.0,3.47,Southpaw,The Kid,1987/06/09,['featherweight']
Jin Soo Son,167.64,61.23,175.26,9,4,0,36.0,7.63,52.0,1.5,100.0,,25.0,5.1,Orthodox,,1993/04/01,['bantamweight']
Jinh Yu Frey,160.02,52.16,165.1,11,10,0,43.0,4.23,52.0,1.02,90.0,0.3,36.0,2.97,Southpaw,,1985/05/20,"[""women's strawweight""]"
Jiri Prochazka,190.5,92.99,203.2,31,5,1,55.0,5.7,43.0,0.6,68.0,0.20000000000000004,60.0,5.74,Orthodox,,1992/10/14,['light heavyweight']
Joachim Christensen,190.5,92.99,193.04,14,6,0,41.0,3.29,46.0,0.0,0.0,0.0,0.0,3.78,Orthodox,,1978/11/07,['light heavyweight']
Joanderson Brito,172.72,65.77,182.88,17,5,1,50.0,2.49,42.0,2.49,56.0,1.0,68.0,2.48,Orthodox,Tubarao,1995/02/11,['featherweight']
Joanna Jedrzejczyk,167.64,52.16,165.1,16,5,0,48.0,3.25,62.0,0.2700000000000001,80.0,0.1,62.0,6.28,Orthodox,,1987/08/18,"[""women's strawweight"", ""women's flyweight""]"
Joanne Wood,167.64,56.7,165.1,17,8,0,51.0,4.89,51.0,1.52,58.0,0.3,55.0,7.1,Orthodox,JoJo,1985/12/23,"[""women's flyweight"", ""women's strawweight""]"
Joao Pierini,185.42,70.31,,4,1,0,14.0,4.56,33.0,0.0,0.0,,0.0,0.76,Switch,,1971/12/11,['lightweight']
Joao Roque,167.64,70.31,,7,2,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,1971/07/22,['lightweight']
Joao Zeferino,180.34,77.11,,21,9,0,36.0,2.6,48.0,0.5,50.0,1.0,5.0,0.83,Orthodox,The Brazilian Samurai,1986/01/15,"['welterweight', 'middleweight']"
Joaquim Silva,172.72,70.31,175.26,13,6,0,43.0,4.53,53.0,0.39,69.0,0.8000000000000002,50.0,3.6600000000000006,Southpaw,Netto BJJ,1989/02/05,['lightweight']
Joaquin Buckley,177.8,77.11,193.04,21,7,0,36.0,2.93,59.0,1.54,72.0,0.10000000000000002,45.0,3.88,Southpaw,New Mansa,1994/04/27,"['welterweight', 'middleweight']"
Joby Sanchez,167.64,61.23,172.72,11,4,0,36.0,2.82,63.0,0.95,51.0,0.4,71.0,3.22,Orthodox,,1991/06/24,"['flyweight', 'bantamweight']"
Jocelyn Jones-Lybarger,170.18,52.16,162.56,6,4,0,31.0,4.83,56.0,0.34,81.0,0.0,25.0,2.9599999999999995,Orthodox,,1985/10/04,"[""women's strawweight""]"
Jodie Esquibel,154.94,52.16,162.56,6,6,0,31.0,7.37,52.0,0.75,83.0,,21.0,4.1,Orthodox,,1986/05/07,"[""women's strawweight""]"
Joe Brammer,172.72,70.31,,7,3,1,31.0,2.8,56.0,0.81,50.0,,50.0,2.15,Orthodox,The South Side Strangler,1983/08/23,['lightweight']
Joe Charles,185.42,117.93,,6,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,The Ghetto Man,,"['open weight', 'heavyweight']"
Joe Doerksen,182.88,83.91,190.5,51,16,0,42.0,2.79,50.0,2.02,33.0,2.3,33.0,1.43,Orthodox,El Dirte,1977/10/09,['middleweight']
Joe Duffy,177.8,70.31,185.42,16,5,0,34.0,3.78,54.0,0.96,64.0,0.7,66.0,2.68,Orthodox,Irish,1988/02/18,['lightweight']
Joe Ellenberger,175.26,70.31,182.88,15,2,0,,3.45,,3.17,0.0,1.1,40.0,1.62,Orthodox,Excalibur,1985/03/28,['lightweight']
Joe Giannetti,182.88,70.31,187.96,6,1,0,38.0,2.8,40.0,1.0,0.0,,16.0,1.93,Southpaw,,1995/07/05,['ultimate fighter 27 lightweight tournament']
Joe Jordan,167.64,70.31,,49,14,2,25.0,4.27,59.0,0.0,66.0,,0.0,1.85,Orthodox,,1978/07/27,['catch weight']
Joe Lauzon,177.8,70.31,180.34,28,16,0,39.0,5.39,54.0,2.39,54.0,2.0,45.0,2.84,Orthodox,,1984/05/22,['lightweight']
Joe Merritt,182.88,77.11,,7,2,0,58.0,0.73,66.0,0.0,68.0,,0.0,1.53,Orthodox,,1984/03/07,['welterweight']
Joe Moreira,180.34,88.45,,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,,,"['lightweight', 'open weight']"
Joe Pardo,185.42,95.25,,4,6,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Southpaw,,,['heavyweight']
Joe Proctor,177.8,70.31,182.88,11,5,0,36.0,3.93,59.0,0.0,70.0,1.8,0.0,3.39,Orthodox,,1985/08/10,"['lightweight', 'welterweight']"
Joe Pyfer,187.96,83.91,190.5,14,3,0,43.0,3.2000000000000006,54.0,1.3500000000000003,60.0,0.6999999999999998,42.0,3.74,Orthodox,Bodybagz,1996/09/17,['middleweight']
Joe Riggs,182.88,83.91,177.80000000000004,44,17,0,51.0,1.6900000000000002,57.0,2.45,62.0,0.6,55.0,2.41,Southpaw,Diesel,1982/09/23,"['middleweight', 'welterweight']"
Joe Slick,182.88,90.26,,16,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,,1977/10/17,['middleweight']
Joe Solecki,175.26,70.31,177.8,13,6,0,53.0,1.8500000000000003,50.0,2.06,14.0,1.4,48.0,1.97,Orthodox,,1993/08/27,['lightweight']
Joe Son,162.56,107.05,,0,4,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,1970/11/22,['open weight']
Joe Soto,167.64,61.23,165.1,18,7,0,41.0,5.37,67.0,0.85,70.0,1.8999999999999997,21.0,3.36,Orthodox,One Bad Mofo,1987/03/22,"['bantamweight', 'catch weight']"
Joe Stevenson,170.18,65.77,177.8,33,16,0,44.0,2.44,60.0,2.75,39.0,2.2,44.0,2.05,Orthodox,Daddy,1982/06/15,"['featherweight', 'lightweight', 'ultimate fighter 2 welterweight tournament', 'welterweight']"
Joe Vedepo,182.88,83.91,,18,9,0,42.0,5.71,38.0,1.07,0.0,,20.0,1.43,Orthodox,The Doctor,,['middleweight']
Joe Veres,170.18,70.31,,4,3,0,0.0,5.55,27.0,0.0,0.0,,0.0,0.0,Orthodox,,1977/11/09,['lightweight']
Joel Alvarez,190.5,70.31,195.58,22,3,0,53.0,3.32,50.0,0.0,40.0,1.2,0.0,4.51,Orthodox,El Fenomeno,1993/03/02,['lightweight']
Joel Sutton,180.34,92.99,,2,4,1,,0.0,,0.0,0.0,0.0,0.0,0.0,Orthodox,,,['open weight']
Joey Beltran,185.42,83.91,190.5,17,14,0,36.0,5.27,54.0,0.48,75.0,0.0,18.0,4.92,Orthodox,The Mexicutioner,1981/12/08,"['heavyweight', 'light heavyweight']"
Joey Gambino,170.18,65.77,,9,2,0,35.0,2.53,51.0,0.0,42.0,,0.0,2.47,Orthodox,The Raging Warrior,1988/10/26,['featherweight']
Joey Gilbert,180.34,70.31,,2,3,0,42.0,4.44,31.0,0.0,0.0,,0.0,0.61,Orthodox,,1976/06/05,['lightweight']
Joey Gomez,177.8,61.23,185.42,6,2,0,28.0,4.46,55.0,0.62,50.0,,100.0,2.44,Orthodox,KO King,1986/07/21,['bantamweight']
Joey Roberts,187.96,90.72,,4,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,['heavyweight']
John Albert,172.72,61.23,172.72,6,5,0,49.0,2.82,35.0,0.0,50.0,6.1,0.0,3.05,Orthodox,Prince,1986/10/13,['bantamweight']
John Alessio,177.8,70.31,182.88,35,17,0,39.0,2.91,54.0,1.85,70.0,1.2,38.0,2.1,Orthodox,The Natural,1979/07/05,"['lightweight', 'welterweight']"
John Allan,185.42,92.99,190.5,13,7,0,42.0,5.739999999999999,52.0,1.3999999999999997,50.0,,71.0,3.56,Orthodox,,1993/02/22,['light heavyweight']
John Campetella,175.26,106.59,,0,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,,['open weight']
John Castaneda,167.64,61.23,180.34,21,8,0,50.0,4.94,53.0,1.68,73.0,0.1,37.0,4.42,Switch,Sexi Mexi,1991/12/18,"['bantamweight', 'catch weight', 'featherweight']"
John Cholish,180.34,70.31,187.96,8,3,0,49.0,2.29,73.0,1.82,78.0,,31.0,2.65,Orthodox,,1983/12/17,['lightweight']
John Cofer,175.26,70.31,,8,4,0,41.0,3.43,62.0,1.22,64.0,,50.0,2.73,Southpaw,The Potter,1984/04/29,['lightweight']
John Dodson,160.02,61.22999999999999,167.64,22,12,0,40.0,3.58,61.0,0.71,82.0,0.0,28.0,3.2,Orthodox,The Magician,1984/09/26,"['bantamweight', 'flyweight', 'ultimate fighter 14 bantamweight tournament']"
John Dowdy,,,,0,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,['open weight']
John Gunderson,175.26,70.31,175.26,35,16,2,27.0,1.71,58.0,1.67,11.0,2.0,33.0,1.04,Orthodox,Quick Guns,1979/01/05,['lightweight']
John Gunther,175.26,70.31,182.88,5,1,0,37.0,3.72,46.0,7.08,0.0,0.0,42.0,1.65,Orthodox,The Machine,1985/11/24,['lightweight']
John Halverson,175.26,70.31,,16,8,0,43.0,5.29,47.0,0.0,66.0,,0.0,2.94,Southpaw,The Hurricane,1972/09/08,['lightweight']
John Hathaway,185.42,77.11,190.5,17,2,0,40.0,1.7999999999999998,62.0,2.61,60.0,0.9,43.0,3.4,Orthodox,The Hitman,1987/07/23,['welterweight']
John Howard,170.18,77.11,182.87999999999997,24,13,0,50.0,3.0800000000000005,51.0,2.7,53.0,0.4,49.0,2.15,Orthodox,Doomsday,1983/03/01,"['welterweight', 'middleweight']"
John Kolosci,180.34,83.91,,15,9,0,20.0,0.85,50.0,0.0,0.0,,0.0,0.21,Orthodox,,1974/11/26,['welterweight']
John Lewis,182.88,70.31,,3,4,3,0.0,4.0,66.0,0.0,0.0,0.0,0.0,0.0,Southpaw,,,"['middleweight', 'lightweight']"
John Lineker,160.02,61.23,170.18,31,9,0,40.0,4.27,56.0,0.56,67.0,0.6,58.0,5.36,Orthodox,Hands of Stone,1990/06/12,"['bantamweight', 'flyweight']"
John Lober,180.34,90.26,,5,9,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,The Machine,1968/02/26,['light heavyweight']
John Maguire,175.26,70.31,175.26,24,9,0,41.0,2.44,65.0,2.8,77.0,1.1,46.0,1.41,Southpaw,The One,1983/05/19,"['welterweight', 'lightweight']"
John Makdessi,172.72,70.31,172.72,18,9,0,49.0,4.15,68.0,0.0,86.0,0.0,0.0,5.52,Orthodox,The Bull,1985/05/03,"['lightweight', 'catch weight']"
John Marsh,182.88,120.2,,8,7,0,42.0,2.23,40.0,0.43,54.0,,100.0,0.83,Orthodox,,1970/09/15,['heavyweight']
John Matua,187.96,181.44,,1,4,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Orthodox,,,['open weight']
John Moraga,167.64000000000001,56.7,167.64000000000001,19,7,0,43.0,2.55,56.0,0.62,44.0,1.1,23.0,2.57,Orthodox,,1984/03/20,['flyweight']
John Phillips,180.34,83.91,190.5,22,11,0,34.0,4.03,49.0,0.0,7.0,0.0,0.0,1.72,Southpaw,The Welsh Wrecking Machine,1985/06/09,['middleweight']
John Polakowski,177.8,70.31,,2,2,0,26.0,2.83,50.0,0.0,87.0,,0.0,2.6,Orthodox,Buckets of Blood,1981/06/21,['lightweight']
John Salter,185.42,83.91,187.96,14,3,0,32.0,1.68,68.0,2.85,66.0,,46.0,1.68,Southpaw,,1985/03/21,['middleweight']
John Teixeira,170.18,65.77,,21,2,2,,3.2,,1.0,71.0,0.7,27.0,3.36,Orthodox,Macapa,1986/11/18,['featherweight']
Johnny Befightsord,177.80000000000004,61.23,180.34,21,13,1,50.0,1.75,63.0,1.83,62.0,0.0,62.0,4.53,Orthodox,Brutal,1983/01/06,['bantamweight']
Johnny Case,177.80000000000004,70.31,182.88,22,6,0,38.0,2.66,61.0,1.7,72.0,0.2,45.0,3.9500000000000006,Orthodox,Hollywood,1989/06/28,['lightweight']
Johnny Eduardo,170.18,61.23,180.34,28,13,0,39.0,3.22,63.0,0.22,58.0,0.4000000000000001,20.0,2.95,Orthodox,,1978/08/03,['bantamweight']
Johnny Munoz,175.26,61.23,180.34,12,4,0,36.0,2.66,55.0,2.4,45.0,1.8,25.0,2.44,Orthodox,Kid Kvenbo,1993/02/16,"['bantamweight', 'featherweight']"
Johnny Rees,182.88,77.11,,13,5,0,64.0,0.84,47.0,1.15,50.0,,25.0,3.29,Orthodox,The Hater Hurter,1982/10/21,"['welterweight', 'middleweight']"
Johnny Rhodes,182.88,95.25,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,,,['open weight']
Johnny Walker,198.12000000000003,92.99,208.28,21,9,0,53.0,3.12,44.0,0.45,57.0,0.9,100.0,3.87,Orthodox,,1992/03/30,['light heavyweight']
Johny Hendricks,175.26,83.91,175.26,18,8,0,45.0,3.99,53.0,3.8300000000000005,63.0,0.3,46.0,3.49,Southpaw,Bigg Rigg,1983/09/12,"['middleweight', 'welterweight']"
Jon Delos Reyes,167.64,56.7,170.18,8,5,0,38.0,4.14,51.0,3.2,55.0,,83.0,2.99,Orthodox,The Heat,1987/08/19,"['flyweight', 'bantamweight']"
Jon Fitch,182.88,77.11,187.96,30,7,1,50.0,1.65,54.0,3.5999999999999996,56.0,0.8,51.0,2.61,Orthodox,,1978/02/24,"['welterweight', 'middleweight']"
Jon Hess,200.66,133.81,,1,1,0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,['open weight']
Jon Jones,193.04,112.49,213.36,28,1,0,58.0,2.24,64.0,1.89,95.0,0.5,45.0,4.38,Orthodox,Bones,1987/07/19,"['heavyweight', 'light heavyweight', 'interim light heavyweight']"
Jon Madsen,182.88,108.85999999999999,182.88,8,2,0,,1.18,,1.32,70.0,0.0,71.0,2.46,Orthodox,,1980/02/12,['heavyweight']
Jon Manley,185.42,77.11,,9,4,0,,4.33,,1.0,20.0,0.0,7.0,1.13,Orthodox,,1986/07/07,['welterweight']
Jon Olav Einemo,198.12,114.76,,6,3,0,52.0,3.05,52.0,1.73,43.0,,55.0,2.15,Orthodox,The Viking,1975/12/10,['heavyweight']
Jon Tuck,180.34,70.31,185.42,10,5,0,40.0,3.74,60.0,0.42,50.0,1.0,33.0,3.0,Orthodox,Super Saiyan,1984/08/28,['lightweight']
Jonathan Brookins,182.88,65.77,187.96,16,10,0,39.0,3.63,56.0,1.94,80.0,0.3,17.0,2.69,Southpaw,,1985/08/13,"['featherweight', 'ultimate fighter 12 lightweight tournament']"
Jonathan Goulet,182.88,77.11,185.42,23,12,0,41.0,2.01,46.0,4.17,45.0,0.6,70.0,1.61,Orthodox,The Road Warrior,1979/07/13,['welterweight']
Jonathan Martinez,172.72,61.23,177.8,19,6,0,49.0,4.09,56.0,0.38,68.0,0.1,35.0,4.44,Southpaw,Dragon,1994/04/20,"['bantamweight', 'featherweight']"
Jonathan Meunier,190.5,77.11,,8,1,0,50.0,1.43,69.0,0.58,58.0,,33.0,3.47,Switch,District,1987/08/04,['welterweight']
Jonathan Micallef,182.88,77.11,195.58,8,1,0,,4.0,,0.83,50.0,0.8,50.0,4.77,Southpaw,The Captain,1999/03/05,['welterweight']
Jonathan Pearce,182.88,65.77,180.34,14,7,0,54.0,3.32,54.0,5.02,55.0,0.8000000000000002,50.0,5.12,Switch,JSP,1992/05/01,"['featherweight', 'lightweight']"
Jonathan Wiezorek,190.5,113.4,,11,2,0,,5.47,,1.91,0.0,0.0,20.0,1.27,Southpaw,,1978/02/10,['heavyweight']
Jonathan Wilson,187.96,92.99,190.5,7,3,0,48.0,5.65,56.0,0.37,80.0,0.0,100.0,2.92,Southpaw,Johnny Bravo,1987/07/17,"['light heavyweight', 'middleweight']"
Jonavin Webb,177.8,77.11,,9,2,0,30.0,2.27,64.0,2.5,40.0,1.0,31.0,1.47,Orthodox,The Spyder,1989/04/28,['welterweight']
Jonny Parsons,175.26,77.11,175.26,9,3,0,44.0,4.89,60.0,0.0,66.0,,0.0,4.65,Orthodox,The Sluggernaut,1991/09/06,['welterweight']
JooSang Yoo,170.18,65.77,180.34,9,0,0,75.0,4.29,50.0,0.0,0.0,,0.0,12.86,Orthodox,Zombie Jr.,1994/01/21,['featherweight']
Jordan Espinosa,167.64,56.70000000000001,175.26,15,9,0,52.0,2.94,57.0,0.75,70.0,0.2,28.0,4.22,Orthodox,The Gamer,1989/11/08,"['flyweight', 'bantamweight']"
Jordan Griffin,177.8,65.77,185.42,18,9,0,46.0,3.02,50.0,1.45,42.0,1.9,35.0,2.52,Southpaw,Native Psycho,1990/02/28,['featherweight']
Jordan Johnson,187.96,92.99,200.66,10,0,0,47.0,2.64,53.0,3.25,100.0,1.2,42.0,3.45,Orthodox,,1988/11/18,"['light heavyweight', 'middleweight']"
Jordan Leavitt,175.26,70.31,180.34,12,3,0,61.0,1.79,57.0,2.92,30.0,1.3,30.0,2.49,Southpaw,The Monkey King,1995/06/02,['lightweight']
Jordan Mein,182.88,77.11,185.42,31,12,0,44.0,2.55,69.0,1.56,66.0,0.20000000000000004,58.0,3.35,Orthodox,Young Gun,1989/10/10,['welterweight']
Jordan Radev,170.18,83.91,,23,5,0,23.0,2.38,66.0,0.0,80.0,,0.0,1.35,Southpaw,,1976/09/28,['middleweight']
Jordan Rinaldi,177.8,65.77,182.88,14,7,0,35.0,2.32,59.0,1.45,20.0,1.2,35.0,1.56,Orthodox,All Day,1987/09/25,"['lightweight', 'featherweight']"
Jordan Vucenic,177.8,70.31,185.42,13,4,0,45.0,1.9,58.0,0.63,44.0,0.0,14.0,2.11,Orthodox,The Epidemic,1996/03/02,['lightweight']
Jordan Williams,185.42,83.91,190.5,9,6,0,50.0,5.46,35.0,1.11,85.0,0.0,50.0,5.830000000000001,Southpaw,Bomaye,1990/10/13,"['middleweight', 'welterweight']"
Jordan Wright,187.96,92.99,195.58,12,5,0,56.0,6.03,31.0,2.09,100.0,0.4,45.0,4.1,Orthodox,The Beverly Hills Ninja,1991/10/07,"['light heavyweight', 'middleweight', 'catch weight']"
Jorge Gurgel,170.18,70.31,175.26,14,10,0,32.0,3.62,62.0,0.8099999999999999,60.0,0.5,23.0,3.37,Orthodox,,1977/01/25,['lightweight']
Jorge Lopez,177.8,77.11,,11,5,0,59.0,2.57,50.0,3.5,81.0,,41.0,2.47,Orthodox,,1988/11/21,['welterweight']
Jorge Masvidal,180.34,77.11,187.96,35,17,0,47.0,3.05,64.0,1.38,72.0,0.3,59.0,4.05,Orthodox,Gamebred,1984/11/12,"['welterweight', 'lightweight']"
Jorge Patino,172.72,77.11,,38,19,2,30.0,3.14,53.0,0.54,50.0,,25.0,1.33,Orthodox,Macaco,1973/08/05,['welterweight']
Jorge Rivera,185.42,83.91,185.42,20,9,0,48.0,2.64,54.0,0.84,63.0,0.1,50.0,3.1600000000000006,Orthodox,El Conquistador,1972/02/28,['middleweight']
Jorge Santiago,185.42,77.11,190.5,25,12,0,35.0,2.62,56.0,0.58,52.0,0.8,30.0,1.6900000000000002,Orthodox,The Sandman,1980/10/09,"['middleweight', 'welterweight']"
Jorge de Oliveira,172.72,70.31,,9,2,0,31.0,4.84,48.0,0.0,22.0,0.0,0.0,1.26,Orthodox,Blade,1980/01/22,"['lightweight', 'welterweight']"
Jose Aldo,170.18,61.23,177.8,32,10,0,46.0,3.8099999999999996,60.0,0.4699999999999999,92.0,0.1,51.0,3.65,Orthodox,,1986/09/09,"['featherweight', 'bantamweight', 'interim featherweight']"
Jose Daniel Medina,182.88,83.91,187.96,11,5,0,36.0,5.25,47.0,0.45,31.0,0.0,33.0,2.18,Orthodox,Chicho,1991/05/17,['middleweight']
Jose Delgado,180.34,65.77,187.96,10,1,0,49.0,3.67,55.0,4.58,71.0,,60.0,7.13,Switch,,1998/04/21,['featherweight']
Jose Johnson,182.88,56.7,180.34,16,10,0,57.0,1.61,53.0,0.69,41.0,0.7,60.0,2.27,Orthodox,Zhakwarius,1995/05/20,"['flyweight', 'bantamweight']"
Jose Maria,165.1,56.7,,37,7,0,53.0,3.98,52.0,2.32,33.0,2.3,27.0,3.2,Orthodox,No Chance,1982/01/04,['flyweight']
Jose Ochoa,170.18,56.7,170.18,8,1,0,33.0,2.97,64.0,0.0,66.0,,0.0,3.96,Southpaw,Kalzifer,2000/12/31,['flyweight']
Jose Quinonez,172.72,61.22999999999999,175.26,9,5,0,45.0,3.0,64.0,2.7,42.0,0.6,47.0,3.5999999999999996,Southpaw,Teco,1990/07/28,"['bantamweight', 'ultimate fighter latin america bantamweight tournament']"
Jose Torres,162.56,56.7,165.1,8,1,0,36.0,9.84,50.0,1.28,75.0,,33.0,4.37,Orthodox,Shorty,1992/08/02,['flyweight']
Josefine Knutsson,160.02,52.16,152.4,8,1,0,,2.13,,1.6000000000000003,35.0,0.0,72.0,4.24,Orthodox,Thunder,1996/01/16,"[""women's strawweight""]"
Joselyne Edwards,172.72,61.23,177.8,15,6,0,53.0,3.2,49.0,1.31,61.0,0.6,41.0,4.62,Orthodox,La Pantera,1995/09/29,"[""women's bantamweight"", ""women's featherweight""]"
Joseph Benavidez,162.56,56.7,165.1,28,8,0,34.0,2.67,61.0,1.41,62.0,0.6,30.0,3.52,Southpaw,,1984/07/31,"['flyweight', 'bantamweight']"
Joseph Gigliotti,180.34,83.91,,7,2,0,39.0,2.92,45.0,1.56,50.0,0.8,100.0,1.04,Orthodox,Capo,1993/08/13,['middleweight']
Joseph Holmes,193.04,83.91,203.2,8,4,0,53.0,3.08,54.0,1.49,50.0,0.8000000000000002,40.0,2.88,Orthodox,Uglyman Joe,1995/07/04,['middleweight']
Joseph Morales,167.64,56.70000000000001,175.26,9,2,0,37.0,1.72,60.0,0.53,23.0,2.6,50.0,1.58,Switch,,1994/08/22,['flyweight']
Joseph Sandoval,170.18,61.23,,7,7,0,42.0,12.12,60.0,0.0,0.0,0.0,0.0,1.82,Southpaw,,1986/05/11,['bantamweight']
Josh Barnett,190.5,113.4,198.12,35,8,0,50.0,2.11,57.0,1.26,55.0,1.4,55.0,3.2,Orthodox,The Warmaster,1977/11/10,"['heavyweight', 'super heavyweight']"
Josh Bryant,177.8,83.91,,15,4,0,,6.1,,0.0,0.0,0.0,0.0,1.1,Orthodox,The Beast,1980/04/23,['middleweight']
Josh Clopton,167.64,65.77,,6,2,1,64.0,2.87,50.0,2.0,75.0,,66.0,1.6,Orthodox,The Gentleman,1981/07/11,['featherweight']
Josh Copeland,185.42,120.2,,12,4,0,31.0,3.01,55.0,0.0,57.0,,0.0,1.03,Orthodox,Cuddly Bear,1982/10/20,['heavyweight']
Josh Culibao,177.8,65.77,185.42,11,4,1,44.0,3.04,59.0,0.0,65.0,0.3,0.0,3.41,Orthodox,Kuya,1994/05/24,"['featherweight', 'lightweight']"
Josh Emmett,167.64,65.77,177.8,19,5,0,35.0,4.46,60.0,1.09,46.0,0.1,37.0,3.75,Orthodox,CC0,1985/03/04,"['featherweight', 'lightweight', 'interim featherweight']"
Josh Ferguson,165.1,56.7,,10,5,0,43.0,4.18,32.0,0.59,54.0,,11.0,2.13,Orthodox,Taz,1988/05/13,"['flyweight', 'bantamweight']"
Josh Fremd,193.04,83.91,193.04,11,6,0,44.0,2.23,47.0,0.66,30.0,1.1,25.0,2.52,Orthodox,,1994/01/15,['middleweight']
Josh Grispi,180.34,65.77,187.96,14,5,0,41.0,3.71,50.0,1.97,16.0,2.2,36.0,1.44,Orthodox,The Fluke,1988/10/14,['featherweight']
Josh Haynes,175.26,77.11,,14,11,0,22.0,4.03,52.0,0.94,42.0,,18.0,1.25,Orthodox,Bring the Pain,1977/07/30,"['welterweight', 'middleweight', 'ultimate fighter 3 light heavyweight tournament']"
Josh Hendricks,187.96,106.59,,19,11,0,20.0,11.8,29.0,0.0,0.0,,0.0,0.98,Southpaw,,1976/08/28,['heavyweight']
Josh Koscheck,177.8,77.11,185.42,17,11,0,36.0,2.27,63.0,2.46,64.0,0.4,48.0,1.79,Orthodox,,1977/11/30,"['welterweight', 'middleweight']"
Josh Neer,180.34,77.11,182.88,36,16,1,46.0,3.63,58.0,1.09,46.0,1.3,34.0,3.29,Orthodox,The Dentist,1983/03/24,"['welterweight', 'lightweight']"
Josh Parisian,193.04,120.2,200.66,15,8,0,48.0,4.88,41.0,0.9799999999999999,46.0,0.2,33.0,4.55,Orthodox,,1989/06/28,['heavyweight']
Josh Quinlan,182.88,77.11,182.88,6,3,0,42.0,6.38,53.0,0.34,71.0,0.0,11.0,3.57,Orthodox,Bushido,1993/02/06,"['welterweight', 'catch weight']"
Josh Rafferty,182.88,77.11,,9,8,0,33.0,3.6,50.0,0.0,0.0,,0.0,0.6,Orthodox,,1981/01/06,['welterweight']
Josh Samman,190.5,83.91,200.66,13,4,0,52.0,2.47,34.0,1.09,33.0,0.4000000000000001,33.0,2.08,Orthodox,Anqa,1988/03/14,['middleweight']
Josh Sampo,162.56,56.7,162.56,11,5,0,36.0,2.96,55.0,1.06,40.0,2.1,33.0,1.99,Orthodox,The Gremlin,1984/07/24,['flyweight']
Josh Shockley,185.42,70.31,,11,4,0,33.0,1.75,60.0,0.0,61.0,,0.0,1.4,Orthodox,,1989/11/15,['lightweight']
Josh Shockman,193.04,106.59,,6,3,0,32.0,0.87,58.0,0.0,23.0,,0.0,0.87,Southpaw,The War Hammer,1980/12/29,['heavyweight']
Josh Stansbury,187.96,92.99,187.96,4,8,0,54.0,3.5400000000000005,54.0,0.0,87.0,1.0,0.0,3.22,Orthodox,The Sandman,1984/11/19,['light heavyweight']
Josh Stuart,175.26,72.57,,1,4,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,['lightweight']
Josh Thomson,177.8,70.31,180.34,22,9,0,47.0,2.12,64.0,1.92,54.0,1.3,39.0,2.59,Orthodox,The Punk,1978/09/21,['lightweight']
