,name,height,weight,reach,wins,losses,draws,str_acc,sapm,str_def,td_avg,td_def,sub_avg,stance,dob
2053,Richard Crunkilton,170.18,70.31,,19,4,0,41.0,1.45,58.0,4.08,65.0,,Orthodox,1979/11/25
2054,Richard Walsh,182.88,77.11,185.42,9,5,0,46.0,2.72,58.0,1.55,66.0,0.2,Orthodox,1988/12/01
2055,Richardson Moreira,187.96,83.91,,7,4,0,28.0,1.83,67.0,0.0,100.0,0.0,Orthodox,1984/03/31
2056,Richie Hightower,172.72,77.11,,8,4,0,35.0,6.92,21.0,3.46,100.0,,Orthodox,1974/11/26
2057,Richie Smullen,175.26,70.31,172.72,3,1,1,77.0,2.26,65.0,8.49,0.0,,Orthodox,1991/08/17
2058,Richie Vaculik,167.64,56.7,175.26,10,4,0,,4.09,,3.0,31.0,1.0,Orthodox,1983/06/19
2059,Rick Davis,175.26,70.31,,3,1,1,50.0,6.19,64.0,0.0,0.0,,Orthodox,
2060,Rick Story,175.26,77.11,180.34,19,9,0,41.0,2.17,62.0,2.53,63.0,0.9,Southpaw,1984/08/28
2061,Ricky Glenn,182.88,77.11,177.8,22,9,2,42.0,4.3,51.0,0.72,69.0,0.4000000000000001,Southpaw,1989/04/12
2062,Ricky Rainey,185.42,77.11,195.58,12,6,0,48.0,2.62,46.0,0.95,55.0,,Switch,1983/06/29
2063,Ricky Simon,167.64,61.23,175.25999999999996,22,6,0,44.0,3.72,61.0,5.01,75.0,0.3,Orthodox,1992/08/31
2064,Ricky Turcios,175.26,61.23,180.34,13,5,0,40.0,3.72,52.0,0.9099999999999999,44.0,0.4000000000000001,Orthodox,1993/06/05
2065,Riki Fukuda,182.88,83.91,185.42,24,9,0,43.0,3.71,64.0,2.17,70.0,0.0,Southpaw,1981/01/06
2066,Rin Nakai,154.94,61.23,,19,2,1,33.0,3.9,60.0,3.0,75.0,,Orthodox,1986/10/22
2067,Rinat Fakhretdinov,182.88,77.11,187.96,23,1,1,52.0,3.58,53.0,3.9500000000000006,91.0,0.2,Orthodox,1991/09/28
2068,Rinya Nakamura,170.18,61.23,172.72,9,1,0,51.0,1.7,64.0,2.63,100.0,1.5,Southpaw,1995/03/23
2069,Rizvan Kuniev,193.04,108.86,193.04,12,3,1,58.0,2.45,45.0,1.45,90.0,,Orthodox,1992/03/10
2070,Roan Carneiro,180.34,77.11,193.04,21,11,0,46.0,1.8199999999999998,62.0,3.05,83.0,1.3999999999999997,Orthodox,1978/06/02
2071,Rob Broughton,187.96,120.2,187.96,16,7,1,60.0,2.54,51.0,0.0,26.0,3.2,Orthodox,1983/03/03
2072,Rob Emerson,175.26,70.31,177.8,18,12,0,30.0,2.8300000000000005,64.0,2.02,65.0,0.4,Orthodox,1981/07/30
2073,Rob Font,172.72,61.23,180.34,22,8,0,46.0,3.6700000000000004,57.0,0.79,42.0,0.4000000000000001,Orthodox,1987/06/25
2074,Rob Kimmons,177.8,83.91,185.42,25,9,0,48.0,4.79,38.0,2.08,25.0,2.4,Orthodox,1981/01/30
2075,Rob MacDonald,190.5,92.99,198.12,5,4,0,50.0,2.04,46.0,7.19,80.0,5.4,Orthodox,1978/09/05
2076,Rob Wilkinson,190.5,83.91,203.2,11,2,0,50.0,5.66,39.0,4.47,0.0,0.0,Orthodox,1992/02/22
2077,Rob Yundt,185.42,83.91,,9,5,0,41.0,2.55,31.0,2.94,0.0,,Orthodox,1980/05/05
2078,Robbie Lawler,180.34,77.11,187.96,30,16,0,47.0,4.67,59.0,0.65,65.0,0.0,Southpaw,1982/03/20
2079,Robelis Despaigne,200.66,120.2,213.36,5,2,0,59.0,2.54,46.0,0.0,50.0,0.0,Orthodox,1988/09/09
2080,Robert Bryczek,182.88,83.91,190.5,17,6,0,,4.47,,0.0,100.0,0.0,Orthodox,1990/07/04
2081,Robert Drysdale,190.5,92.99,,7,0,0,,0.0,,7.32,0.0,21.9,Orthodox,1981/10/05
2082,Robert Lucarelli,187.96,111.13,,0,1,0,0.0,0.0,0.0,0.0,0.0,,,
2083,Robert McDaniel,190.5,83.91,190.5,28,10,0,44.0,1.9799999999999998,56.0,0.93,50.0,1.4,Southpaw,1983/05/03
2084,Robert Peralta,172.72,65.77,180.34,18,8,0,44.0,2.97,53.0,0.59,65.0,0.0,Orthodox,1986/03/14
2085,Robert Sanchez,167.64,56.70000000000001,167.64,8,2,0,40.0,1.78,46.0,3.61,50.0,0.7,Orthodox,1986/03/05
2086,Robert Valentin,187.96,83.91,195.58,11,5,0,58.0,2.11,23.0,0.0,55.0,1.4,Orthodox,1995/03/31
2087,Robert Whiteford,175.26,65.77,175.26,14,4,0,46.0,1.9899999999999998,62.0,1.9,45.0,0.0,Southpaw,1983/04/12
2088,Robert Whittaker,182.88,83.91,185.42,27,8,0,43.0,3.41,59.0,0.8,81.0,0.0,Orthodox,1990/12/20
2089,Roberto Romero,172.72,65.77,177.8,8,5,1,49.0,6.44,44.0,0.0,71.0,,Orthodox,2000/01/30
2090,Roberto Traven,190.5,102.97,,6,4,1,50.0,2.77,57.0,0.0,0.0,0.0,Orthodox,1968/09/16
2091,Rocky Lee,175.26,65.77,,3,2,0,51.0,5.33,44.0,1.0,33.0,,Orthodox,1987/04/08
2092,Rodney Wallace,175.26,92.99,182.88,26,15,1,46.0,3.44,45.0,6.0,28.0,1.0,Switch,1981/11/21
2093,Rodolfo Bellato,190.5,92.99,190.5,12,2,1,61.0,6.0,45.0,1.26,100.0,0.3,Orthodox,1996/02/05
2094,Rodolfo Rubio Perez,165.1,65.77,,10,16,1,36.0,1.0,62.0,2.0,33.0,,Orthodox,1987/01/29
2095,Rodolfo Vieira,182.88,83.91,185.42,10,3,0,55.0,4.4,49.0,3.52,100.0,1.2,Orthodox,1989/09/25
2096,Rodrigo Damm,170.18,70.31,180.34,13,9,0,36.0,5.61,57.0,0.44,80.0,0.3,Orthodox,1980/02/03
2097,Rodrigo Nascimento,187.96,111.58,203.2,11,3,0,47.0,4.34,44.0,1.02,60.0,0.5,Orthodox,1992/11/26
2098,Rodrigo Ruas,177.8,83.91,,4,5,1,35.0,7.0,41.0,0.0,0.0,,Orthodox,1977/10/06
2099,Rodrigo de Lima,170.18,70.31,,8,3,1,33.0,5.5,32.0,2.66,0.0,,Orthodox,1991/03/12
2100,Roger Bowling,175.26,70.31,172.72,12,6,0,47.0,3.86,51.0,3.09,27.0,0.9,Orthodox,1982/12/05
2101,Roger Gracie,193.04,83.91,200.66,8,2,0,35.0,1.79,61.0,1.87,60.0,,Orthodox,1981/09/26
2102,Roger Hollett,180.34,92.99,,13,5,0,47.0,6.47,34.0,1.0,30.0,,Orthodox,1978/10/08
2103,Roger Huerta,175.26,70.31,177.8,23,9,1,36.0,2.33,56.0,2.13,52.0,0.5,Orthodox,1983/05/20
2104,Roger Narvaez,190.5,83.91,,8,3,0,37.0,3.32,64.0,0.0,50.0,,Southpaw,1983/09/09
2105,Roger Zapata,180.34,77.11,,4,2,0,51.0,2.13,36.0,0.0,81.0,,Southpaw,1986/05/09
2106,Rogerio Bontorin,165.1,56.70000000000001,170.18,16,4,0,52.0,3.27,50.0,2.9,51.0,1.0,Orthodox,1992/04/25
2107,Rogerio Nogueira,187.96,92.99,190.5,23,10,0,35.0,2.34,59.0,0.64,62.0,0.8,Southpaw,1976/06/02
2108,Roland Delorme,175.26,61.23,180.34,9,5,0,,4.32,,2.5100000000000002,42.0,1.6,Orthodox,1983/12/18
2109,Roland Payne,175.26,92.99,,0,1,0,0.0,0.0,0.0,0.0,0.0,,Orthodox,
2110,Rolando Bedoya,180.34,70.31,187.96,14,4,0,49.0,6.38,52.0,0.0,33.0,,Orthodox,1997/01/13
2111,Rolando Delgado,190.5,70.31,195.58,11,6,1,40.0,1.83,62.0,1.17,0.0,3.5,Orthodox,1981/11/22
2112,Rolando Dy,172.72,65.77,175.26,9,7,1,37.0,4.47,52.0,0.3,68.0,0.0,Orthodox,1990/08/11
2113,Roldan Sangcha'an,162.56,56.7,,4,2,0,46.0,2.15,51.0,1.94,68.0,0.0,Orthodox,1990/12/04
2114,Rolles Gracie,193.04,109.77,,8,4,0,32.0,3.38,55.0,2.3,0.0,,Orthodox,1978/07/14
2115,Roman Bogatov,172.72,70.31,185.42,10,1,0,42.0,4.4,44.0,1.0,50.0,,Orthodox,1990/12/15
2116,Roman Dolidze,187.96,83.91,193.04,15,3,0,42.0,3.56,49.0,1.11,33.0,0.9,Orthodox,1988/07/15
2117,Roman Kopylov,182.88,83.91,190.5,14,3,0,50.0,4.86,55.0,1.17,87.0,0.0,Southpaw,1991/05/04
2118,Roman Mitichyan,177.8,77.11,,8,3,0,16.0,2.7,43.0,1.93,25.0,1.9,Orthodox,1978/09/04
2119,Roman Salazar,170.18,61.23,,10,6,0,39.0,2.89,57.0,1.7700000000000002,50.0,0.0,Orthodox,1988/02/21
2120,Romie Aram,177.8,77.11,,7,1,0,35.0,2.83,50.0,2.5,83.0,,Orthodox,1977/12/02
2121,Ron Faircloth,175.26,92.99,,33,20,0,40.0,8.9,42.0,0.0,0.0,,Orthodox,1979/08/16
2122,Ron Stallings,187.96,77.11,190.5,14,8,0,60.0,3.26,51.0,0.0,71.0,0.0,Southpaw,1983/01/25
2123,Ron Waterman,187.96,127.01,,16,6,2,50.0,1.37,42.0,4.19,50.0,2.8,Orthodox,1965/11/23
2124,Ron van Clief,177.8,86.18,,0,1,0,0.0,0.0,0.0,0.0,0.0,,Orthodox,1943/01/25
2125,Ronald Jhun,180.34,77.11,,24,26,2,57.0,3.01,50.0,1.81,100.0,,Orthodox,1970/09/21
2126,Ronaldo Rodriguez,167.64,56.70000000000001,165.1,17,3,0,,3.7999999999999994,,1.09,64.0,0.8000000000000002,Orthodox,1999/05/07
2127,Ronda Rousey,170.18,61.23,167.64,12,2,0,52.0,4.14,44.0,6.26,50.0,4.8,Orthodox,1987/02/01
2128,Rongzhu,175.26,70.31,180.34,26,6,0,51.0,5.51,50.0,1.56,84.0,0.2,Orthodox,2000/03/07
2129,Ronnie Lawrence,172.72,61.23,172.72,8,2,0,56.0,1.75,52.0,6.75,45.0,0.2,Switch,1992/06/13
2130,Ronny Markes,185.42,83.91,190.5,17,5,0,53.0,2.43,45.0,3.13,100.0,0.5,Orthodox,1988/04/21
2131,Rony Jason,170.18,65.77,185.42,14,7,0,44.0,3.14,53.0,0.59,36.0,0.8,Orthodox,1984/03/21
2132,Ronys Torres,170.18,70.31,,35,5,0,26.0,1.93,57.0,4.0,16.0,,Orthodox,1975/08/13
2133,Roosevelt Roberts,187.96,70.31,185.42,12,6,0,43.0,3.1,52.0,1.18,50.0,0.6999999999999998,Orthodox,1994/02/11
2134,Roque Martinez,177.80000000000004,113.40000000000002,182.88,15,8,2,53.0,4.9,56.0,0.38000000000000006,53.0,,Orthodox,1986/03/04
2135,Rory MacDonald,182.88,77.11,193.04,19,4,0,42.0,2.8,62.0,1.77,88.0,0.4,Orthodox,1989/07/22
2136,Rory Markham,182.88,77.11,180.34,17,6,0,21.0,10.27,45.0,0.0,0.0,0.0,Orthodox,1982/03/25
2137,Rory Singer,187.96,83.91,195.58,11,9,0,39.0,2.42,63.0,0.39,64.0,0.8,Orthodox,1976/05/28
2138,Rose Namajunas,165.1,56.7,165.1,15,7,0,41.0,3.38,63.0,1.49,62.0,0.4,Orthodox,1992/06/29
2139,Rosi Sexton,160.02,61.23,,13,5,0,39.0,7.42,41.0,0.75,80.0,0.0,Orthodox,1977/07/16
2140,Ross Pearson,172.72,70.31,175.26000000000002,20,16,0,40.0,4.09,62.0,0.74,75.0,0.0,Orthodox,1984/09/26
2141,Ross Pointon,172.72,77.11,,6,17,0,23.0,2.77,58.0,1.19,0.0,,Orthodox,1980/02/18
2142,Rostem Akman,177.8,77.11,182.88,6,2,0,25.0,3.97,57.0,1.0,87.0,0.0,Switch,1991/12/19
2143,Rousimar Palhares,172.72,77.11,180.34,19,8,0,51.0,2.04,59.0,3.93,0.0,4.1,Orthodox,1980/02/26
2144,Roxanne Modafferi,170.18,56.70000000000001,175.26,25,21,0,30.0,5.7,51.0,1.3500000000000003,30.0,0.1,Orthodox,1982/09/24
2145,Roy Nelson,182.88,119.29,185.42,22,14,0,36.0,4.79,46.0,1.14,65.0,0.10000000000000002,Orthodox,1976/06/20
2146,Royce Alger,177.8,90.26,,3,2,0,0.0,0.0,0.0,0.0,0.0,,Orthodox,
2147,Royce Gracie,185.42,79.38,,15,2,3,41.0,1.13,37.0,0.0,66.0,0.8,Southpaw,1966/12/12
2148,Royston Wee,170.18,61.23,170.18,4,1,0,60.0,2.45,49.0,3.3800000000000003,0.0,0.0,Orthodox,1986/11/15
2149,Ruan Potts,187.96,112.04,190.5,11,6,0,37.0,5.919999999999999,22.0,0.75,33.0,2.3,Orthodox,1978/02/23
2150,Rudyard Moncayo,177.8,88.45,,0,3,0,0.0,0.0,0.0,0.0,0.0,,Orthodox,
2151,Ruslan Magomedov,190.5,109.77,198.12,14,1,0,47.0,1.47,66.0,0.33,88.0,0.0,Orthodox,1986/11/26
2152,Russell Doane,170.18,61.23,177.8,15,8,0,40.0,1.68,53.0,2.11,52.0,0.8,Orthodox,1986/08/13
2153,Rustam Khabilov,172.72,70.31,185.42000000000002,24,4,0,34.0,2.16,65.0,3.95,61.0,0.1,Orthodox,1986/11/04
2154,Ryan Bader,187.96,92.99,187.96,23,5,0,43.0,1.39,71.0,3.37,80.0,0.4000000000000001,Orthodox,1983/06/07
2155,Ryan Benoit,165.1,56.7,172.72,10,8,0,39.0,3.6500000000000004,58.0,0.28,72.0,0.4000000000000001,Orthodox,1989/08/25
2156,Ryan Couture,177.8,70.31,185.42,11,5,0,,2.87,,1.55,46.0,1.3,Orthodox,1982/08/27
2157,Ryan Hall,177.80000000000004,65.77,177.80000000000004,9,2,0,50.0,1.33,65.0,0.22,0.0,2.2,Southpaw,1985/02/22
2158,Ryan Janes,190.5,83.91,193.04,10,3,0,48.0,5.53,59.0,0.35,58.0,,Orthodox,1981/08/22
2159,Ryan Jensen,185.42,83.91,193.04,21,8,0,39.0,2.99,59.0,1.55,31.0,1.9,Orthodox,1977/09/20
2160,Ryan Jimmo,185.42,92.99,185.42,19,5,0,66.0,2.77,46.0,0.45,87.0,0.0,Orthodox,1981/11/27
2161,Ryan LaFlare,185.42,77.11,187.96,14,3,0,40.0,1.86,63.0,2.13,58.0,0.2,Southpaw,1983/10/01
2162,Ryan Loder,187.96,83.91,193.04,8,2,0,71.0,2.51,50.0,1.57,100.0,1.6,Southpaw,1991/06/05
2163,Ryan MacDonald,180.34,61.23,180.34,10,2,0,29.0,6.49,45.0,0.0,0.0,0.0,Switch,1993/03/18
2164,Ryan Madigan,182.88,77.11,,5,3,0,0.0,3.35,47.0,0.0,0.0,,Orthodox,
2165,Ryan McGillivray,180.34,77.11,,12,0,1,,2.2,,0.0,44.0,0.0,,1986/09/27
2166,Ryan Parker,190.5,106.59,,0,1,0,0.0,0.0,0.0,0.0,0.0,,Southpaw,
2167,Ryan Roberts,167.64,70.31,,21,12,1,0.0,22.5,45.0,0.0,0.0,,Orthodox,1978/07/16
2168,Ryan Spann,195.58,92.99,200.66,22,11,0,39.0,4.21,43.0,1.17,52.0,1.5,Orthodox,1991/08/24
2169,Ryan Thomas,182.88,77.11,,20,8,0,36.0,4.17,30.0,5.59,0.0,,Orthodox,1984/11/05
2170,Ryo Chonan,175.26,77.11,177.8,22,13,0,43.0,2.25,60.0,0.61,39.0,0.3,Orthodox,1976/10/08
2171,Sabah Homasi,182.88,77.11,182.88,11,8,0,48.0,6.91,47.0,2.7999999999999994,66.0,0.0,Orthodox,1988/10/19
2172,Sabina Mazo,170.18,56.7,177.8,9,4,0,43.0,4.35,57.0,0.65,59.0,0.20000000000000004,Orthodox,1997/03/25
2173,Saeed Hosseini,,,,0,1,0,0.0,0.0,0.0,0.0,0.0,,,
2174,Sage Northcutt,182.88,77.11,180.34,11,2,0,52.0,1.96,58.0,1.81,41.0,0.6,Orthodox,1996/03/01
2175,Sai Wang,182.88,77.11,,20,6,1,,2.27,,0.0,77.0,0.0,Southpaw,1986/01/14
2176,Said Nurmagomedov,172.72,61.23,177.8,18,4,0,47.0,2.25,56.0,1.01,62.0,1.2,Orthodox,1992/04/05
2177,Saidyokub Kakhramonov,172.72,61.23,175.26,10,3,0,51.0,0.88,58.0,6.63,83.0,,Orthodox,1995/11/14
2178,Saimon Oliveira,162.56,61.23,182.88,18,6,0,40.0,4.13,46.0,1.07,38.0,1.4,Orthodox,1991/04/21
2179,Sako Chivitchian,180.34,70.31,,8,1,0,,4.8,,0.0,100.0,0.0,Orthodox,1984/03/11
2180,Salim Touahri,177.80000000000004,77.11,182.88,10,4,0,46.0,2.8699999999999997,58.0,0.0,83.0,0.0,Orthodox,1989/09/28
2181,Sam Adkins,190.5,102.06,,7,20,2,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,1965/04/26
2182,Sam Alvey,187.96,83.91,190.5,33,18,1,44.0,3.6300000000000003,52.0,0.06,82.0,0.1,Southpaw,1986/05/06
2183,Sam Fulton,,,,0,2,0,0.0,0.0,0.0,0.0,0.0,,,
2184,Sam Hoger,187.96,92.99,,10,4,0,25.0,2.25,57.0,1.12,29.0,1.3,Orthodox,1980/06/28
2185,Sam Hughes,165.1,52.15999999999999,162.56,10,6,0,46.0,4.57,58.0,1.08,60.0,,Orthodox,1992/06/28
2186,Sam Patterson,190.5,77.11,198.12,13,2,1,41.0,3.6,48.0,1.61,33.0,3.2,Orthodox,1996/04/30
2187,Sam Sicilia,172.72,65.77,170.18,15,8,0,33.0,3.5499999999999994,59.0,1.45,70.0,0.9,Orthodox,1986/02/01
2188,Sam Stout,175.26,70.31,177.8,20,12,1,28.0,4.08,57.0,0.63,77.0,0.1,Orthodox,1984/04/23
2189,Sammy Morgan,177.8,77.11,,18,12,0,22.0,3.74,40.0,1.43,0.0,,Orthodox,1981/09/28
2190,Samy Schiavo,172.72,70.31,,10,6,0,34.0,2.62,38.0,0.94,66.0,,Orthodox,1975/12/24
2191,Sanae Kikuta,175.26,90.72,,31,9,3,,0.9,,1.6,25.0,1.8,Orthodox,1971/09/10
2192,Santiago Ponzinibbio,182.88,77.11,185.42,31,9,0,41.0,4.68,61.0,0.6,71.0,0.0,Orthodox,1986/09/26
2193,Saparbeg Safarov,185.42,83.91,198.12,9,3,0,48.0,2.96,47.0,2.52,33.0,,Orthodox,1986/10/14
2194,Sara McMann,167.64,61.230000000000004,167.64,13,6,0,46.0,1.9200000000000002,47.0,4.38,50.0,0.5,Orthodox,1980/09/24
2195,Sarah Alpar,162.56,61.23,160.02,9,6,0,44.0,6.06,38.0,1.61,20.0,,Southpaw,1991/06/01
2196,Sarah Frota,167.64,56.7,175.26,9,2,0,52.0,2.57,55.0,0.0,53.0,,Southpaw,1987/04/14
2197,Sarah Kaufman,165.1,61.23,167.64,18,4,0,46.0,4.0,62.0,0.38,81.0,0.0,Orthodox,1985/09/20
2198,Sarah Moras,170.18,61.22999999999999,170.18,6,8,0,34.0,3.58,50.0,0.67,33.0,0.8,Orthodox,1988/04/30
2199,Sasha Palatnikov,185.42,77.11,182.88,6,4,0,53.0,5.44,52.0,0.7200000000000001,70.0,0.0,Switch,1989/03/15
2200,Satoshi Honma,185.42,92.99,,4,6,3,0.0,0.0,0.0,0.0,0.0,,Orthodox,1968/05/19
2201,Scott Adams,182.88,102.06,,8,1,0,,0.0,,0.0,0.0,0.0,Southpaw,
2202,Scott Askham,190.5,83.91,190.5,14,4,0,46.0,3.52,52.0,0.44,65.0,0.7,Southpaw,1988/05/20
2203,Scott Baker,182.88,95.25,,1,1,0,0.0,0.0,0.0,0.0,0.0,,,
2204,Scott Bessac,193.04,111.13,,4,6,0,0.0,0.0,0.0,0.0,0.0,0.0,,
2205,Scott Ferrozzo,180.34,146.51,,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,1965/04/26
2206,Scott Fiedler,193.04,106.59,,0,1,0,0.0,0.0,0.0,0.0,0.0,,Orthodox,
2207,Scott Holtzman,175.26000000000002,70.31,175.26000000000002,14,6,0,47.0,3.6599999999999997,55.0,1.88,67.0,0.2,Orthodox,1983/09/30
2208,Scott Jorgensen,165.1,61.23,167.64,15,12,0,40.0,3.41,65.0,2.61,59.0,0.7,Orthodox,1982/09/17
2209,Scott Junk,185.42,120.2,,8,3,1,60.0,1.81,45.0,0.0,0.0,,Orthodox,1978/12/17
2210,Scott Morris,177.8,95.25,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,
2211,Scott Smith,182.88,83.91,177.8,18,11,0,27.0,5.87,50.0,0.12,58.0,0.5,Orthodox,1979/05/21
2212,Sean Alvarez,182.88,106.59,,4,3,0,37.0,3.25,47.0,0.0,0.0,,Orthodox,1971/07/14
2213,Sean Brady,177.8,77.11,182.88,18,1,0,55.0,2.94,59.0,3.6199999999999997,86.0,0.9,Orthodox,1992/11/23
2214,Sean Daugherty,182.88,79.38,,0,2,0,0.0,0.0,0.0,0.0,0.0,,,1975/12/04
2215,Sean Gannon,190.5,120.2,,2,1,0,0.0,6.38,28.0,0.0,50.0,,Southpaw,
2216,Sean McCorkle,200.66,120.2,205.74,17,7,0,44.0,2.48,52.0,2.12,33.0,4.2,Orthodox,1976/07/17
2217,Sean O'Connell,185.42,92.99,187.96,17,9,0,48.0,6.7700000000000005,45.0,0.0,30.0,,Orthodox,1983/09/02
2218,Sean O'Malley,180.34,61.23,182.87999999999997,18,3,0,61.0,3.48,60.0,0.27,61.0,0.3,Switch,1994/10/24
2219,Sean Pierson,182.88,77.11,193.04,14,6,0,39.0,3.73,64.0,0.38999999999999996,66.0,0.4,Southpaw,1976/03/10
2220,Sean Salmon,177.8,83.91,,18,21,0,33.0,2.03,65.0,4.06,0.0,,Southpaw,1977/09/11
2221,Sean Sharaf,190.5,114.31,195.58,4,1,0,44.0,9.79,44.0,2.07,0.0,,Orthodox,1993/07/11
2222,Sean Sherk,167.64,70.31,170.18,36,4,1,35.0,2.7099999999999995,55.0,4.09,56.0,0.4,Orthodox,1973/08/05
2223,Sean Soriano,175.26,65.77,177.8,14,8,0,61.0,2.14,56.0,1.33,52.0,0.0,Orthodox,1989/10/06
2224,Sean Spencer,177.8,77.11,187.96,12,6,0,32.0,4.02,60.0,0.14,68.0,0.0,Orthodox,1987/06/25
2225,Sean Strickland,185.42,83.91,193.04,29,7,0,42.0,4.57,60.0,0.73,76.0,0.2,Orthodox,1991/02/27
2226,Sean Woodson,187.96,65.77,198.12,13,2,1,46.0,4.18,58.0,0.58,84.0,0.3,Orthodox,1992/06/07
2227,Sedriques Dumas,187.96,83.91,200.66,10,3,0,45.0,2.5,55.0,1.25,40.0,0.20000000000000004,Orthodox,1995/08/06
2228,Semmy Schilt,208.28,120.2,,26,14,1,50.0,1.31,53.0,0.0,47.0,1.1,Orthodox,1973/10/27
2229,Seo Hee Ham,157.48,52.16,157.48,17,8,0,39.0,5.15,61.0,0.0,66.0,0.2,Southpaw,1987/03/08
2230,Seokhyeon Ko,177.8,77.11,180.34,12,2,0,,2.0,,4.0,75.0,0.5,Southpaw,1993/09/24
2231,Sergei Pavlovich,190.5,116.56999999999998,213.36000000000004,19,3,0,43.0,3.81,54.0,0.63,75.0,0.0,Southpaw,1992/05/13
2232,Sergey Khandozhko,185.42,77.11,187.96,28,6,1,41.0,2.37,60.0,0.7600000000000001,61.0,,Orthodox,1992/05/19
2233,Sergey Morozov,167.64,61.23,170.18,19,5,0,43.0,2.97,61.0,3.63,68.0,0.0,Orthodox,1989/06/14
2234,Serghei Spivac,190.5,117.92999999999999,198.12000000000003,17,6,0,48.0,4.25,50.0,4.21,63.0,0.5,Orthodox,1995/01/24
2235,Sergio Moraes,182.87999999999997,77.11,182.87999999999997,14,6,1,42.0,3.73,59.0,1.2,75.0,0.4,Orthodox,1982/07/23
2236,Sergio Pettis,167.64000000000001,56.7,175.26,18,5,0,37.0,2.91,65.0,0.85,67.0,0.4000000000000001,Orthodox,1993/08/18
2237,Serhiy Sidey,180.34,61.23,182.88,12,2,0,39.0,4.26,54.0,1.58,20.0,1.3,Switch,1996/07/04
2238,Seth Baczynski,190.5,77.11,190.5,20,14,0,31.0,3.14,51.0,0.8900000000000001,48.0,0.8,Orthodox,1981/10/26
2239,Seth Petruzelli,182.88,92.99,193.04,14,8,0,41.0,2.08,55.0,0.46,47.0,2.3,Orthodox,1979/12/03
2240,SeungGuk Choi,167.64,56.7,162.56,7,3,0,,2.69,,1.02,74.0,0.0,Orthodox,1996/12/26
2241,SeungWoo Choi,182.88,65.77,187.96,11,8,0,38.0,3.1600000000000006,47.0,0.83,70.0,0.0,Orthodox,1992/11/03
2242,Shamar Bailey,175.26,70.31,190.5,16,11,0,20.0,3.91,69.0,1.5,37.0,,Southpaw,1982/09/22
2243,Shamil Abdurakhimov,190.5,106.59,193.04,20,8,0,44.0,3.02,55.0,1.01,45.0,0.1,Orthodox,1981/09/02
2244,Shamil Gamzatov,187.96,92.99,193.04,14,1,0,,3.46,,0.0,50.0,0.0,Orthodox,1990/08/09
2245,Shamil Gaziev,193.04,120.2,198.12,14,1,0,48.0,3.87,44.0,0.96,83.0,0.3,Orthodox,1990/02/10
2246,Shana Dobson,167.64,56.70000000000001,175.26,4,5,0,37.0,5.2,50.0,0.84,14.0,0.0,Orthodox,1989/03/30
2247,Shane Burgos,180.34,65.77,190.5,15,3,0,52.0,6.78,56.0,0.42999999999999994,91.0,0.4,Orthodox,1991/03/19
2248,Shane Campbell,182.88,70.31,180.34,14,6,0,59.0,3.19,55.0,1.36,82.0,0.0,Orthodox,1987/01/21
2249,Shane Carwin,187.96,120.2,203.19999999999996,12,2,0,47.0,3.53,53.0,1.42,42.0,0.0,Orthodox,1975/01/04
2250,Shane Howell,172.72,56.7,,13,10,0,32.0,2.55,42.0,0.0,20.0,,Orthodox,1983/11/28
2251,Shane Nelson,175.26,70.31,177.8,16,7,0,31.0,2.84,61.0,1.31,54.0,1.6,Southpaw,1984/11/29
2252,Shane Primm,190.5,92.99,,5,5,0,26.0,2.25,62.0,1.78,0.0,,Orthodox,1984/07/30
2253,Shane Roller,177.80000000000004,70.31,182.88,11,7,0,34.0,2.65,60.0,2.46,42.0,1.9,Orthodox,1979/07/14
2254,Shane Young,172.72,65.77,182.87999999999997,13,8,0,40.0,5.46,52.0,0.63,64.0,0.0,Orthodox,1993/07/31
2255,Shane del Rosario,193.04,113.4,,11,2,0,60.0,2.97,54.0,1.2,16.0,,Southpaw,1983/09/23
2256,Shanna Young,170.18,56.7,165.1,9,6,0,47.0,4.88,43.0,0.0,53.0,,Orthodox,1991/02/20
2257,Shannon Gugerty,177.8,70.31,180.34,15,7,0,39.0,1.8799999999999997,58.0,2.13,50.0,3.4,Orthodox,1981/12/30
2258,Shannon Ross,167.64,56.70000000000001,167.64,13,9,0,39.0,7.39,55.0,0.0,100.0,0.0,Switch,1989/05/12
2259,Shara Magomedov,187.96,83.91,185.42,15,1,0,,4.13,,0.0,72.0,0.0,Orthodox,1994/05/16
2260,Shauna Bannon,165.1,52.16,165.1,7,1,0,,3.8800000000000003,,0.0,42.0,0.8000000000000002,Switch,1993/10/23
2261,Shavkat Rakhmonov,185.42,77.11,195.58,19,0,0,60.0,2.17,51.0,1.4,85.0,1.2,Orthodox,1994/10/23
2262,Shawn Jordan,182.88,117.93000000000002,190.5,19,8,0,50.0,3.3,47.0,1.97,76.0,0.1,Southpaw,1984/10/21
2263,Shayilan Nuerdanbieke,172.72,65.77,175.26,39,12,0,45.0,2.64,50.0,3.2999999999999994,28.0,0.20000000000000004,Orthodox,1994/05/04
2264,Shayna Baszler,170.18,61.23,,15,11,0,30.0,6.36,51.0,0.67,44.0,,Orthodox,1980/08/08
