,name,height,weight,reach,wins,losses,draws,str_acc,sapm,str_def,td_avg,td_def,sub_avg,stance,dob
728,Ebenezer Fontes Braga,182.88,90.26,,13,7,2,,0.42,,0.0,90.0,0.6,Orthodox,1969/04/14
729,Ed Herman,185.42000000000002,92.99,195.57999999999998,27,16,0,48.0,3.71,42.0,1.96,59.0,1.0,Orthodox,1980/10/02
730,Eddie Alvarez,175.26,70.31,175.26,29,6,0,41.0,4.39,55.0,2.92,92.0,0.5,Orthodox,1984/01/11
731,Eddie Gordon,182.88,83.91,193.04,8,4,0,32.0,2.57,60.0,1.93,63.0,0.0,Orthodox,1983/07/22
732,Eddie Mendez,177.8,83.91,,8,3,1,33.0,3.43,11.0,0.0,0.0,,,1984/01/16
733,Eddie Ruiz,170.18,70.31,,1,1,0,25.0,1.4,47.0,2.0,0.0,,Orthodox,1967/06/10
734,Eddie Sanchez,187.96,104.33,187.96,15,8,0,43.0,3.2999999999999994,43.0,1.13,42.0,0.0,Orthodox,1982/11/04
735,Eddie Wineland,170.18,61.23,175.26,24,16,1,29.0,3.76,68.0,0.34,86.0,0.1,Orthodox,1984/06/26
736,Eddie Yagin,170.18,65.77,,16,7,1,30.0,5.77,42.0,0.0,62.0,,Orthodox,1979/03/23
737,Edgar Chairez,170.18,56.7,180.34,12,6,0,44.0,5.08,42.0,0.0,33.0,1.7,Orthodox,1996/01/27
738,Edgar Garcia,177.8,77.11,180.34,14,5,0,29.0,4.23,60.0,2.21,50.0,0.6,Orthodox,1984/02/22
739,Edilberto de Oliveira,182.88,77.11,,29,15,2,32.0,6.79,61.0,0.0,0.0,,Orthodox,1982/11/22
740,Edimilson Souza,182.88,65.77,187.96,15,5,0,44.0,2.91,58.0,0.0,50.0,0.0,Orthodox,1984/10/17
741,Edmen Shahbazyan,187.96,83.91,190.5,15,5,0,48.0,3.62,48.0,1.69,66.0,0.4,Orthodox,1997/11/20
742,Ednaldo Oliveira,195.58,92.99,,17,3,1,22.0,1.8,52.0,0.0,42.0,0.0,Orthodox,1984/02/19
743,Edson Barboza,180.34,70.31,190.5,24,12,0,44.0,4.65,56.0,0.45,72.0,0.1,Orthodox,1986/01/21
744,Eduarda Moura,167.64,56.7,170.18,12,1,0,37.0,2.47,61.0,3.73,80.0,0.3,Orthodox,1994/02/28
745,Eduardo Garagorri,175.26,65.77,177.80000000000004,13,2,0,51.0,2.36,58.0,0.48,61.0,0.0,Orthodox,1989/05/28
746,Edward Faaloloto,,70.31,177.8,2,5,0,32.0,6.25,44.0,1.01,33.0,,Orthodox,1984/07/15
747,Edwin DeWees,185.42,83.91,,38,17,0,33.0,6.19,39.0,2.18,0.0,,Orthodox,1982/08/07
748,Edwin Figueroa,170.18,61.23,175.26,9,5,0,39.0,3.06,51.0,0.20000000000000004,37.0,0.6,Orthodox,1984/07/31
749,Efrain Escudero,175.26,70.31,180.34,28,12,0,44.0,2.3,63.0,1.31,66.0,0.8,Orthodox,1986/01/15
750,Eiji Mitsuoka,170.18,65.77,,18,9,2,49.0,2.26,45.0,2.3,20.0,,Southpaw,1976/01/01
751,Eldo Xavier Dias,180.34,81.65,,0,1,0,0.0,0.0,0.0,0.0,0.0,,,1964/07/16
752,Elias Garcia,165.1,56.7,170.18,6,2,0,27.0,5.05,50.0,0.68,33.0,1.4,Southpaw,1992/09/13
753,Elias Silverio,180.34,70.31,185.42,13,3,0,49.0,2.97,51.0,1.6200000000000003,85.0,0.2,Orthodox,1986/09/22
754,Elias Theodorou,185.42,83.91,190.5,16,3,0,42.0,2.39,53.0,1.27,59.0,0.0,Orthodox,1988/05/31
755,Elijah Smith,175.26,61.23,180.34,8,1,0,41.0,3.87,47.0,4.0,66.0,,Orthodox,2002/09/05
756,Eliot Marshall,187.96,92.99,195.58,10,4,0,27.0,2.39,67.0,0.47,79.0,0.9,Orthodox,1980/07/07
757,Elise Reed,160.02,52.16,160.02,8,5,0,53.0,3.26,51.0,0.4600000000000001,53.0,0.0,Orthodox,1992/12/05
758,Elizabeth Phillips,167.64,61.23,165.1,6,6,0,33.0,3.07,58.0,0.75,53.0,0.2,Orthodox,1986/08/20
759,Elizeu Zaleski dos Santos,180.34,77.11,185.42,25,9,1,41.0,3.52,56.0,0.75,68.0,0.5,Orthodox,1986/12/11
760,Elves Brener,177.8,70.31,182.88,16,5,0,47.0,5.3,48.0,1.23,76.0,0.0,Orthodox,1997/09/27
761,Elvis Mutapcic,182.88,83.91,182.88,15,6,1,40.0,4.27,38.0,0.0,81.0,0.0,Orthodox,1986/07/19
762,Elvis Sinosic,190.5,92.99,195.58,7,11,2,37.0,4.6,53.0,0.0,0.0,1.2,Orthodox,1971/02/13
763,Emil Meek,180.34,77.11,187.96,9,5,1,39.0,2.53,38.0,0.25,47.0,1.0,Switch,1988/08/20
764,Emily Ducote,157.48,52.15999999999999,160.02,13,9,0,52.0,7.840000000000001,57.0,0.2,94.0,0.0,Orthodox,1994/01/01
765,Emily Kagan,160.02,52.16,,3,3,0,36.0,5.29,38.0,1.86,50.0,0.0,,1981/07/14
766,Emily Whitmire,165.1,56.70000000000001,160.02,4,5,0,31.0,2.98,54.0,1.8999999999999997,70.0,0.5,Orthodox,1991/05/24
767,Emmanuel Yarborough,203.2,349.27,,1,2,0,0.0,0.0,0.0,0.0,0.0,,Open Stance,1960/09/05
768,Enrique Barzola,170.18,65.77,177.8,17,5,2,41.0,2.97,68.0,4.2,66.0,0.3,Orthodox,1989/04/28
769,Enrique Marin,177.8,77.11,,10,4,0,33.0,3.0,50.0,2.5,60.0,,,1986/09/02
770,Enson Inoue,177.8,95.25,,12,8,0,,1.88,,0.0,33.0,0.0,Orthodox,1967/04/15
771,Eric Martin,,,,0,1,0,0.0,0.0,0.0,0.0,0.0,,,
772,Eric McConico,182.88,83.91,195.58,9,3,1,38.0,3.6,52.0,0.0,0.0,,Southpaw,1990/05/09
773,Eric Schafer,190.5,83.91,193.04,14,8,2,34.0,3.38,56.0,1.8099999999999998,50.0,1.8,Orthodox,1977/09/20
774,Eric Shelton,167.64,56.70000000000001,172.72,12,6,0,42.0,1.88,63.0,2.83,46.0,0.20000000000000004,Orthodox,1991/02/02
775,Eric Spicely,185.42,83.91,185.42,12,6,0,45.0,5.72,55.0,1.31,75.0,1.0,Orthodox,1986/09/29
776,Eric Wisely,172.72,65.77,,26,9,1,47.0,2.08,56.0,0.0,27.0,,Southpaw,1984/07/25
777,Erick Gonzalez,180.34,70.31,190.5,14,8,0,36.0,8.08,40.0,6.0,50.0,0.0,Orthodox,1992/01/20
778,Erick Montano,182.88,77.11,185.42,7,5,0,,2.06,,2.29,66.0,0.0,Orthodox,1985/11/19
779,Erick Silva,182.88,77.11,187.96,19,9,0,48.0,4.18,49.0,0.85,56.0,1.4,Orthodox,1984/06/21
780,Ericka Almeida,167.64,52.16,,7,3,0,39.0,3.33,43.0,0.5,37.0,,Orthodox,1989/03/05
781,Erik Koch,177.8,77.11,180.34,16,6,0,42.0,2.82,47.0,1.02,81.0,1.0,Southpaw,1988/10/04
782,Erik Perez,172.72,61.22999999999999,172.72,17,6,0,40.0,2.09,66.0,3.16,69.0,0.2,Orthodox,1989/11/19
783,Erik Silva,175.26,65.77,180.34,9,3,0,70.0,1.57,40.0,3.76,62.0,0.0,Orthodox,1987/03/16
784,Erin Blanchfield,162.56,56.7,167.64,13,2,0,44.0,4.21,59.0,1.86,80.0,0.8000000000000002,Orthodox,1999/05/04
785,Ernest Chavez,172.72,65.77,177.80000000000004,10,2,0,40.0,3.89,59.0,0.89,50.0,0.0,Orthodox,1983/06/27
786,Ernesta Kareckaite,175.26,56.7,180.34,6,1,1,42.0,6.09,48.0,0.67,82.0,0.0,Orthodox,1998/07/05
787,Ernie Verdicia,180.34,90.26,,0,1,0,0.0,0.0,0.0,0.0,0.0,,Orthodox,
788,Eryk Anders,185.42,83.91,190.5,17,8,0,48.0,4.05,50.0,1.71,80.0,0.1,Southpaw,1987/04/21
789,Esteban Ribovics,177.8,70.31,175.26,14,2,0,43.0,5.92,55.0,0.48,63.0,0.2,Orthodox,1996/04/27
790,Estevan Payan,177.80000000000004,65.77,,16,12,0,42.0,3.58,57.0,0.36000000000000004,60.0,0.4,Orthodox,1982/03/14
791,Eugene Jackson,172.72,83.91,,15,9,1,33.0,3.44,32.0,1.91,16.0,2.3,Orthodox,1966/09/23
792,Eugenio Tadeu,172.72,72.57,,2,3,0,0.0,0.0,0.0,0.0,0.0,,Orthodox,
793,Evan Dunham,177.8,70.31,177.8,18,9,1,39.0,3.54,61.0,1.8199999999999998,79.0,1.0,Southpaw,1981/12/18
794,Evan Elder,177.8,70.31,182.88,10,2,0,50.0,4.94,57.0,0.48,40.0,0.5,Switch,1997/04/11
795,Evan Tanner,182.88,83.91,187.96,32,8,0,59.0,2.64,56.0,2.55,25.0,1.3,Orthodox,1971/02/11
796,Fabiano Iha,172.72,70.31,,9,5,0,47.0,2.4899999999999998,42.0,2.88,50.0,2.9,Orthodox,1970/07/28
797,Fabiano Scherner,190.5,116.57,,11,10,0,31.0,3.2,38.0,1.09,40.0,,Orthodox,1972/06/30
798,Fabio Cherant,185.42,92.99,187.96,7,4,0,40.0,4.89,38.0,0.0,0.0,,Southpaw,1994/11/25
799,Fabio Gurgel,182.88,92.99,,3,2,0,0.0,0.0,0.0,0.0,0.0,,Orthodox,
800,Fabio Maldonado,185.42,92.99,190.5,23,11,0,58.0,4.31,53.0,0.44,61.0,0.6,Orthodox,1980/03/17
801,Fabricio Camoes,177.80000000000004,70.31,180.34,14,9,1,33.0,1.8500000000000003,61.0,2.34,20.0,1.5,Orthodox,1978/12/23
802,Fabricio Werdum,193.04,104.78,195.58,24,9,1,52.0,2.64,55.0,1.75,31.0,1.2,Orthodox,1977/07/30
803,Falaniko Vitale,177.8,83.91,,30,11,0,49.0,3.68,47.0,0.72,86.0,0.0,Orthodox,1974/07/14
804,Fares Ziam,185.42,70.31,190.5,17,4,0,51.0,1.62,64.0,1.62,70.0,0.2,Orthodox,1997/03/21
805,Farid Basharat,172.72,61.23,180.34,13,0,0,55.0,2.57,59.0,3.97,80.0,0.5,Orthodox,1997/08/02
806,Fatima Kline,167.64,52.16,170.18,8,1,0,49.0,2.29,59.0,1.21,50.0,0.0,Orthodox,2000/07/12
807,Felice Herrig,162.56,52.15999999999999,165.1,14,10,0,37.0,5.19,48.0,1.08,75.0,0.8,Orthodox,1984/09/18
808,Felicia Spencer,167.64,65.77,172.72,9,3,0,48.0,4.54,45.0,1.18,27.0,0.20000000000000004,Orthodox,1990/11/29
809,Felipe Arantes,172.72,61.23,185.42,18,10,1,45.0,2.66,64.0,0.93,41.0,0.7,Orthodox,1988/02/09
810,Felipe Bunes,170.18,56.7,175.26,14,7,0,53.0,7.86,41.0,2.59,0.0,,Orthodox,1989/10/29
811,Felipe Colares,172.72,65.77,175.26,10,4,0,45.0,4.65,36.0,1.88,43.0,,Orthodox,1994/03/31
812,Felipe Lima,167.64,61.23,172.72,14,2,0,45.0,2.91,64.0,2.18,85.0,,Orthodox,1998/05/07
813,Felipe Olivieri,175.26,70.31,,14,5,0,58.0,4.6,57.0,0.0,71.0,,Orthodox,1985/04/12
814,Felipe Silva,182.88,70.31,195.58,8,2,0,50.0,1.8,59.0,1.0,71.0,,Orthodox,1984/05/08
815,Felipe dos Santos,170.18,56.7,177.8,8,3,0,39.0,3.8,41.0,0.0,20.0,0.5,Orthodox,2000/09/11
816,Felix Lee Mitchell,,,,2,7,0,0.0,0.0,0.0,0.0,0.0,,Orthodox,
817,Feng Xiaocan,170.18,52.16,170.18,10,4,0,49.0,1.49,68.0,0.7,63.0,,Southpaw,2001/12/27
818,Fernando Bruno,167.64,65.77,,15,4,0,39.0,1.78,48.0,2.02,56.0,,,1982/02/24
819,Fernando Padilla,185.42,65.77,193.04,16,6,0,40.0,5.74,52.0,0.0,100.0,0.6,Orthodox,1996/12/15
820,Fernie Garcia,170.18,61.23,170.18,10,5,0,34.0,3.79,48.0,0.28,50.0,0.6,Orthodox,1992/04/12
821,Filip Pejic,172.72,61.23,,12,2,2,,0.88,,0.0,0.0,0.0,Orthodox,1992/07/21
822,Flavio Luiz Moura,180.34,83.01,,19,7,0,16.0,0.0,0.0,0.0,0.0,,Open Stance,
823,Floyd Sword,182.88,83.91,,12,3,0,42.0,1.57,40.0,0.0,33.0,,Orthodox,1976/08/24
824,Forrest Griffin,190.5,92.99,195.58,19,7,0,36.0,2.81,61.0,1.05,57.0,0.7,Orthodox,1979/03/16
825,Forrest Petz,175.26,77.11,180.34,26,10,0,29.0,2.2,57.0,1.3,66.0,0.0,Orthodox,1975/09/22
826,Francesco Maturi,,,,0,1,0,0.0,0.0,0.0,0.0,0.0,,,
827,Francimar Barroso,185.42,92.99,190.5,19,7,0,52.0,3.07,59.0,2.22,83.0,0.0,Orthodox,1980/02/28
828,Francis Carmont,190.5,92.99,198.12,25,12,0,42.0,1.64,59.0,1.79,73.0,0.6,Orthodox,1981/10/11
829,Francis Marshall,175.26,65.77,182.88,8,3,0,33.0,4.1,54.0,2.75,66.0,0.4,Orthodox,1999/03/03
830,Francis Ngannou,193.04,113.4,210.82,17,3,0,41.0,2.16,41.0,0.76,71.0,0.3,Orthodox,1986/09/05
831,Francisco Figueiredo,167.64,56.7,172.72,13,5,1,61.0,2.59,61.0,2.51,76.0,0.4,Southpaw,1989/10/23
832,Francisco Prado,177.8,77.11,175.26,12,3,0,41.0,5.32,55.0,0.31,25.0,,Orthodox,2002/06/16
833,Francisco Rivera,172.72,61.23,177.8,11,7,0,41.0,3.1600000000000006,68.0,1.01,68.0,0.6,Orthodox,1981/10/08
834,Francisco Trevino,175.26,70.31,177.80000000000004,13,3,0,42.0,2.42,64.0,0.9700000000000001,41.0,0.0,Orthodox,1981/12/17
835,Francisco Trinaldo,175.26000000000002,77.11,177.8,28,9,0,45.0,2.67,60.0,0.98,60.0,0.5,Southpaw,1978/08/24
836,Frank Camacho,177.8,70.31,185.42,22,10,0,46.0,7.44,51.0,1.11,73.0,0.0,Orthodox,1989/05/18
837,Frank Caracci,,,,2,3,0,0.0,0.0,0.0,0.0,0.0,,,
838,Frank Hamaker,,,,1,0,0,,0.0,,0.0,0.0,0.0,,
839,Frank Lester,180.34,77.11,,11,6,0,36.0,3.82,53.0,0.0,0.0,,Orthodox,1984/06/10
840,Frank Mir,190.5,119.75,200.66,18,11,0,47.0,3.84,38.0,2.02,54.0,2.0,Southpaw,1979/05/24
841,Frank Shamrock,177.8,83.91,,23,10,2,,4.66,,0.35,37.0,1.1,Orthodox,1972/12/08
842,Frank Trigg,175.26,77.11,180.34,21,9,0,46.0,1.9,56.0,2.35,75.0,0.8,Southpaw,1972/05/07
843,Frankie Edgar,167.64,61.23,172.72,23,11,1,40.0,2.82,65.0,2.29,65.0,0.3,Orthodox,1981/10/16
844,Frankie Perez,180.34,70.31,185.42,10,4,0,41.0,2.17,54.0,1.75,50.0,0.3,Orthodox,1989/05/11
845,Frankie Saenz,167.64,61.23,167.64,13,7,0,47.0,3.5,52.0,1.7399999999999998,61.0,0.1,Orthodox,1980/08/12
846,Fred Ettish,182.88,81.65,,1,1,0,0.0,0.0,0.0,0.0,0.0,,Southpaw,
847,Fredson Paixao,167.64,65.77,167.64,10,5,0,,2.31,,0.62,10.0,2.2,Orthodox,1979/05/13
848,Fredy Serrano,160.02,56.7,165.1,3,2,0,26.0,1.89,61.0,2.84,84.0,,Orthodox,1979/09/22
849,Gabe Green,177.80000000000004,70.31,185.42,12,5,0,45.0,6.19,47.0,0.71,50.0,0.5,Switch,1993/05/02
850,Gabe Ruediger,177.80000000000004,70.31,,18,8,0,31.0,5.16,41.0,2.04,28.0,,Orthodox,1977/08/29
851,Gabriel Benitez,172.72,70.31,180.34,23,13,0,41.0,4.49,63.0,0.22,55.0,0.9000000000000001,Southpaw,1988/06/15
852,Gabriel Bonfim,185.42,77.11,182.88,18,1,0,45.0,3.53,63.0,4.03,76.0,1.6,Orthodox,1997/08/20
853,Gabriel Gonzaga,187.96,109.77,193.04,17,11,0,45.0,2.9399999999999995,57.0,2.8,66.0,1.1,Orthodox,1979/05/18
854,Gabriel Miranda,180.34,65.77,180.34,17,8,0,43.0,6.01,37.0,4.75,0.0,,Orthodox,1990/03/25
855,Gabriel Santos,175.26,65.77,177.8,12,2,0,60.0,4.31,45.0,3.8,87.0,,Orthodox,1996/11/28
856,Gabriel Silva,167.64,61.23,180.34,8,2,0,34.0,3.47,45.0,1.5,38.0,0.5,Orthodox,1994/08/26
857,Gabriella Fernandes,167.64,56.7,167.64,10,3,0,46.0,5.5,49.0,0.56,60.0,,Southpaw,1993/08/13
858,Gadzhi Omargadzhiev,185.42,77.11,180.34,13,2,0,39.0,2.2,39.0,1.35,60.0,,Switch,1993/02/24
859,Gadzhimurad Antigulov,180.34,92.99,177.80000000000004,20,8,0,55.0,4.21,40.0,5.08,0.0,1.3999999999999997,Orthodox,1987/02/09
860,Gaetano Pirrello,170.18,61.23,165.1,15,7,1,55.0,2.44,42.0,0.0,30.0,,Orthodox,1992/04/29
861,Galore Bofando,180.34,77.11,182.88,5,3,0,45.0,3.63,54.0,2.37,50.0,,Switch,1982/05/22
862,Gan McGee,208.28,120.2,,13,5,0,29.0,2.31,59.0,0.65,83.0,0.0,Orthodox,1976/11/20
863,Garett Whiteley,182.88,70.31,182.88,7,3,0,48.0,4.04,46.0,0.0,27.0,,Orthodox,1980/12/13
864,Garreth McLellan,185.42,83.91,182.88,13,6,0,54.0,2.94,45.0,1.15,34.0,0.9,Southpaw,1982/09/01
865,Garrett Armfield,167.64,61.23,177.8,10,5,0,53.0,3.6399999999999997,56.0,1.1,64.0,,Orthodox,1996/10/09
866,Gary Goodridge,190.5,112.94,,23,22,1,56.0,2.14,48.0,0.4,53.0,0.8,Orthodox,1966/01/17
867,Gasan Umalatov,180.34,77.11,180.34,17,4,2,39.0,4.1,59.0,0.75,90.0,,Orthodox,1982/09/11
868,Gaston Bolanos,170.18,61.23,175.26,8,5,0,49.0,2.4,50.0,0.66,42.0,0.0,Orthodox,1992/09/14
869,Gauge Young,175.26,70.31,177.8,9,3,0,48.0,6.53,44.0,0.0,64.0,,Orthodox,2000/07/14
870,Gavin Tucker,167.64000000000001,65.77,167.64000000000001,13,3,0,44.0,4.18,57.0,3.13,53.0,1.5,Southpaw,1986/06/17
871,Geane Herrera,165.1,56.7,167.64,9,3,0,31.0,5.07,52.0,0.83,38.0,,Orthodox,1990/05/27
872,Gegard Mousasi,187.96,83.91,193.04,42,6,2,50.0,1.21,68.0,1.59,59.0,1.1,Orthodox,1985/08/01
873,Genaro Valdez,175.26,70.31,182.88,10,3,0,30.0,7.16,48.0,1.54,36.0,,Orthodox,1992/01/16
874,Genki Sudo,175.26,70.31,,15,4,2,39.0,2.23,33.0,3.58,50.0,4.2,Orthodox,1978/03/08
875,Geoff Neal,180.34,77.11,190.5,16,6,0,51.0,5.44,57.0,0.56,87.0,0.1,Southpaw,1990/08/28
876,George Roop,185.42000000000002,61.230000000000004,182.88,15,13,1,34.0,2.4699999999999998,60.0,1.05,59.0,0.1,Orthodox,1981/11/10
877,George Sotiropoulos,177.8,70.31,180.34,14,7,0,,2.52,,2.32,53.0,1.6,Orthodox,1977/07/09
878,George Sullivan,182.87999999999997,77.11,185.42,17,7,0,39.0,2.4199999999999995,57.0,1.3699999999999999,38.0,0.7,Orthodox,1981/03/13
879,Georges St-Pierre,180.34,83.91,193.04,26,2,0,53.0,1.4,72.0,4.16,83.0,1.1,Orthodox,1981/05/19
880,Gerald Harris,180.34,83.91,195.58,23,5,0,,1.58,,2.96,72.0,0.0,Southpaw,1979/11/19
881,Gerald Meerschaert,185.42,83.91,195.58,37,19,0,45.0,3.43,53.0,1.86,42.0,1.4,Southpaw,1987/12/18
882,Gerald Strebendt,175.26,70.31,,9,7,0,0.0,4.0,38.0,0.0,0.0,,Orthodox,1979/03/01
883,Geraldo de Freitas,170.18,61.23,182.88,12,6,0,,2.62,,3.0,59.0,0.0,Orthodox,1991/09/30
884,Germaine de Randamie,175.26,61.23,180.34,10,5,0,46.0,2.0,65.0,0.0,65.0,0.4000000000000001,Orthodox,1984/04/24
885,Gerry Harris,203.2,122.47,,1,4,0,0.0,0.0,0.0,0.0,0.0,,Orthodox,
886,Geza Kalman,185.42,90.72,,4,9,0,0.0,0.0,0.0,0.0,0.0,0.0,,
887,Gian Villante,190.5,104.33,193.04,17,14,0,44.0,5.47,55.0,0.44999999999999996,83.0,0.0,Orthodox,1985/08/18
888,Gideon Ray,177.80000000000004,83.91,,17,15,1,40.0,2.58,53.0,1.49,0.0,,Southpaw,1973/05/27
889,Giga Chikadze,182.88,65.77,187.96,15,5,0,42.0,3.48,60.0,0.18999999999999997,65.0,0.2,Orthodox,1988/08/25
890,Gil Castillo,175.26,77.11,,8,5,0,45.0,2.22,44.0,3.33,50.0,0.0,Southpaw,1965/10/21
891,Gilbert Aldana,185.42,113.4,,6,2,0,54.0,6.26,26.0,2.57,33.0,,Orthodox,1977/08/25
892,Gilbert Burns,177.80000000000004,77.11,180.34,22,9,0,48.0,3.64,52.0,2.12,53.0,0.5,Orthodox,1986/07/20
893,Gilbert Melendez,175.26,65.77,185.42,22,8,0,33.0,2.53,63.0,1.64,71.0,0.20000000000000004,Orthodox,1982/04/12
894,Gilbert Smith,175.26,83.91,,12,6,0,41.0,2.73,35.0,3.51,0.0,,Southpaw,1981/10/19
895,Gilbert Urbina,190.5,77.11,190.5,7,4,0,57.0,4.61,44.0,3.01,0.0,0.8,Orthodox,1996/04/05
896,Gilbert Yvel,187.96,102.06,195.58,39,16,1,47.0,1.78,50.0,0.0,25.0,,Orthodox,1976/06/30
897,Gillian Robertson,165.1,52.16,160.02,16,8,0,48.0,2.86,56.0,2.74,41.0,0.8999999999999999,Orthodox,1995/05/17
898,Gina Mazany,167.64,56.7,172.72,7,6,0,50.0,3.52,50.0,4.34,33.0,0.2,Southpaw,1988/08/19
899,Glaico Franca Moreira,182.88,70.31,195.58,15,5,0,,3.4599999999999995,,2.68,76.0,0.3,Orthodox,1991/02/28
900,Gleison Tibau,177.8,70.31,180.34,33,14,0,31.0,2.5100000000000002,63.0,4.08,92.0,0.8,Southpaw,1983/10/07
901,Gloria de Paula,165.1,52.16,170.18,6,5,0,53.0,3.77,66.0,0.74,65.0,0.5,Orthodox,1995/06/10
902,Glover Teixeira,187.96,92.99,193.04,33,9,0,49.0,4.43,51.0,2.11,60.0,0.9,Orthodox,1979/10/28
903,Godofredo Pepey,170.18,65.77,185.42,13,6,0,38.0,3.23,47.0,0.37000000000000005,35.0,1.5,Orthodox,1987/07/02
904,Gokhan Saki,182.88,92.99,185.42,1,2,0,,4.57,,0.0,100.0,0.0,Orthodox,1983/10/19
905,Goran Reljic,190.5,92.99,205.74,15,8,0,37.0,2.69,59.0,1.69,33.0,1.1,Southpaw,1984/03/20
906,Grant Dawson,177.8,70.31,182.88,23,2,1,52.0,2.11,44.0,3.87,57.0,1.1,Switch,1994/02/20
907,Gray Maynard,175.26,70.31,177.8,13,7,1,32.0,2.64,66.0,2.91,81.0,0.7,Orthodox,1979/05/09
908,Greg Hardy,195.58,120.2,203.2,7,5,0,50.0,3.31,55.0,0.2,64.0,0.0,Orthodox,1988/07/28
909,Greg Soto,180.34,77.11,185.42,9,4,0,63.0,2.61,52.0,1.49,44.0,,Orthodox,1986/06/03
910,Greg Stott,170.18,99.79,,0,1,0,0.0,0.0,0.0,0.0,0.0,,Southpaw,
911,Gregor Gillespie,170.18,70.31,180.34,14,1,0,52.0,2.3,57.0,6.86,100.0,0.8,Orthodox,1986/11/13
912,Gregory Rodrigues,190.5,83.91,190.5,17,6,0,51.0,5.04,50.0,2.21,90.0,0.3,Orthodox,1992/02/17
913,Grigory Popov,170.18,61.23,172.72,13,3,0,37.0,4.2,55.0,0.0,45.0,0.0,Switch,1984/04/18
914,Guangyou Ning,162.56,65.77,162.56,5,4,1,41.0,1.91,61.0,1.09,62.0,0.3,Southpaw,1981/12/15
915,Guido Cannetti,167.64,61.23,172.72,10,8,0,55.0,2.84,51.0,2.27,64.0,0.4,Southpaw,1979/12/19
916,Guilherme Vasconcelos,182.88,83.91,,9,4,0,29.0,4.4,70.0,0.0,0.0,,Orthodox,1986/03/23
917,Gunnar Nelson,180.34,77.11,182.88,19,6,1,61.0,3.06,48.0,2.0,68.0,1.0,Switch,1988/07/28
918,Guram Kutateladze,180.34,70.31,182.88,13,5,0,45.0,4.22,54.0,0.61,75.0,0.0,Orthodox,1992/01/08
919,Gustavo Lopez,165.1,61.23,170.18,12,6,1,40.0,3.87,57.0,1.74,31.0,0.7,Orthodox,1989/06/27
920,Guto Inocente,190.5,92.99,,7,4,0,66.0,2.92,54.0,0.67,66.0,,Orthodox,1986/05/29
921,Guy Mezger,185.42,90.72,,30,14,2,32.0,1.36,72.0,0.39,88.0,0.0,Orthodox,1968/01/01
922,Hacran Dias,172.72,70.31,175.26,23,6,1,41.0,3.31,55.0,2.5,76.0,0.5,Orthodox,1984/06/16
923,Hailey Cowan,172.72,61.23,170.18,7,4,0,42.0,2.79,33.0,1.63,80.0,0.0,Southpaw,1992/02/12
924,Hakeem Dawodu,172.72,65.77,185.42,13,4,1,50.0,3.37,56.0,0.0,65.0,0.0,Orthodox,1991/07/02
925,Hamdy Abdelwahab,187.96,119.75,182.88,6,1,0,49.0,4.49,51.0,1.33,100.0,0.0,Southpaw,1993/01/22
926,Hannah Cifers,154.94,52.160000000000004,157.48,10,7,0,44.0,5.39,52.0,0.26,64.0,0.3,Orthodox,1992/06/26
927,Hannah Goldy,162.56,52.15999999999999,154.94,6,4,0,47.0,4.67,50.0,0.66,54.0,,Orthodox,1992/05/18
928,Hans Stringer,190.5,92.99,,22,8,3,61.0,2.84,41.0,2.4,62.0,,Orthodox,1987/07/06
929,Harold Howard,187.96,108.86,,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,
930,Harry Hunsucker,187.96,92.99,190.5,7,6,0,52.0,6.53,42.0,0.0,0.0,,Orthodox,1989/01/03
931,Harry Moskowitz,195.58,124.74,,6,12,0,0.0,0.0,0.0,0.0,0.0,,Orthodox,
932,Hatsu Hioki,180.34,65.77,185.42,29,10,2,42.0,2.12,65.0,2.55,54.0,0.6,Orthodox,1983/07/18
933,Hayato Sakurai,170.18,76.2,,38,13,2,49.0,1.94,59.0,1.87,56.0,,Orthodox,1975/08/24
934,Hayder Hassan,177.8,77.11,,6,3,0,46.0,3.16,48.0,0.0,25.0,0.0,,1982/10/20
935,He-Man Gipson,,,,1,2,0,0.0,0.0,0.0,0.0,0.0,,,
936,Heath Herring,193.04,113.4,198.12,28,16,0,50.0,1.77,54.0,1.22,32.0,0.7,Orthodox,1978/03/02
937,Heather Clark,167.64,52.16,162.56,7,6,0,49.0,5.62,50.0,0.33,80.0,,Orthodox,1980/09/19
938,Hector Aldana,180.34,77.11,182.88,4,3,0,38.0,5.08,59.0,0.93,0.0,,Orthodox,1988/08/17
939,Hector Lombard,175.26,83.91,180.34,34,10,1,46.0,3.35,53.0,1.6900000000000002,77.0,0.5,Southpaw,1978/02/02
940,Hector Ramirez,182.88,92.99,,10,6,1,41.0,4.6,56.0,2.3,66.0,,Orthodox,1976/03/28
941,Hector Sandoval,157.48,56.7,162.56,14,4,0,52.0,2.33,65.0,3.49,71.0,1.4,Orthodox,1986/07/19
942,Hector Urbina,180.34,77.11,185.42,17,10,1,38.0,2.44,39.0,0.0,38.0,3.8,Orthodox,1987/09/17
943,Henrique da Silva,190.5,92.99,193.04,14,5,0,60.0,5.28,40.0,0.25,22.0,0.20000000000000004,Orthodox,1989/09/01
